trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,nidaqTrigger.started,text_waiting_message.started,key_resp.started,nidaqTrigger.stopped,key_resp.keys,key_resp.rt,key_resp.duration,display_gratings.started,stim_grayScreen.started,stim_grating.started,display_gratings.stopped,Protocol ID,Subject ID,Session ID,Wait for Trigger,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,0.00630859995726496,0.015097900002729148,0.015097900002729148,12.626172599964775,space,12.574678000004496,None,,,,,FOV2,GS10,01,False,2024-08-02_17h24.45.784,Gratings_vis_devJG_v0.6,2024.1.5,None,2024-08-02 17h25.00.089635 -0400,
0,0,0,0,13.29630249994807,,,,,,,,,13.210333499999251,13.29630249994807,16.214960199955385,18.215204799955245,FOV2,GS10,01,False,2024-08-02_17h24.45.784,Gratings_vis_devJG_v0.6,2024.1.5,None,2024-08-02 17h25.00.089635 -0400,
1,0,1,0,18.231948899978306,,,,,,,,,18.21539839997422,18.231948899978306,21.215383299975656,23.21535309997853,FOV2,GS10,01,False,2024-08-02_17h24.45.784,Gratings_vis_devJG_v0.6,2024.1.5,None,2024-08-02 17h25.00.089635 -0400,
2,0,2,0,23.231993199966382,,,,,,,,,23.21555249998346,23.231993199966382,26.21541259996593,28.215214799973182,FOV2,GS10,01,False,2024-08-02_17h24.45.784,Gratings_vis_devJG_v0.6,2024.1.5,None,2024-08-02 17h25.00.089635 -0400,
3,0,3,0,28.2318611999508,,,,,,,,,28.21541679999791,28.2318611999508,31.21537269995315,33.21528139995644,FOV2,GS10,01,False,2024-08-02_17h24.45.784,Gratings_vis_devJG_v0.6,2024.1.5,None,2024-08-02 17h25.00.089635 -0400,
4,0,4,0,33.23188849998405,,,,,,,,,33.215498799982015,33.23188849998405,36.215410099946894,38.21518969995668,FOV2,GS10,01,False,2024-08-02_17h24.45.784,Gratings_vis_devJG_v0.6,2024.1.5,None,2024-08-02 17h25.00.089635 -0400,
5,0,5,0,38.23221389995888,,,,,,,,,38.21540459996322,38.23221389995888,41.215360999980476,43.215202199993655,FOV2,GS10,01,False,2024-08-02_17h24.45.784,Gratings_vis_devJG_v0.6,2024.1.5,None,2024-08-02 17h25.00.089635 -0400,
6,0,6,0,43.23183959996095,,,,,,,,,43.21541199996136,43.23183959996095,46.216740599949844,48.215261699981056,FOV2,GS10,01,False,2024-08-02_17h24.45.784,Gratings_vis_devJG_v0.6,2024.1.5,None,2024-08-02 17h25.00.089635 -0400,
7,0,7,0,48.23181149997981,,,,,,,,,48.21549639996374,48.23181149997981,51.21659399999771,53.215476599987596,FOV2,GS10,01,False,2024-08-02_17h24.45.784,Gratings_vis_devJG_v0.6,2024.1.5,None,2024-08-02 17h25.00.089635 -0400,
8,0,8,0,53.2317884999793,,,,,,,,,53.21568449999904,53.2317884999793,56.21603359997971,58.215200799982995,FOV2,GS10,01,False,2024-08-02_17h24.45.784,Gratings_vis_devJG_v0.6,2024.1.5,None,2024-08-02 17h25.00.089635 -0400,
9,0,9,0,58.232231899979524,,,,,,,,,58.215403499954846,58.232231899979524,61.21718159999,63.216107499960344,FOV2,GS10,01,False,2024-08-02_17h24.45.784,Gratings_vis_devJG_v0.6,2024.1.5,None,2024-08-02 17h25.00.089635 -0400,
10,0,10,0,63.23176139994757,,,,,,,,,63.21632409997983,63.23176139994757,66.21522969997022,68.2162770999712,FOV2,GS10,01,False,2024-08-02_17h24.45.784,Gratings_vis_devJG_v0.6,2024.1.5,None,2024-08-02 17h25.00.089635 -0400,
11,0,11,0,68.23295259999577,,,,,,,,,68.21646769996732,68.23295259999577,71.21521549997851,73.21509169996716,FOV2,GS10,01,False,2024-08-02_17h24.45.784,Gratings_vis_devJG_v0.6,2024.1.5,None,2024-08-02 17h25.00.089635 -0400,
12,0,12,0,73.23348719999194,,,,,,,,,73.21529510000255,73.23348719999194,76.21516829996835,78.21499369997764,FOV2,GS10,01,False,2024-08-02_17h24.45.784,Gratings_vis_devJG_v0.6,2024.1.5,None,2024-08-02 17h25.00.089635 -0400,
13,0,13,0,78.23345189995598,,,,,,,,,78.2151849999791,78.23345189995598,81.21515819994966,83.21496579999803,FOV2,GS10,01,False,2024-08-02_17h24.45.784,Gratings_vis_devJG_v0.6,2024.1.5,None,2024-08-02 17h25.00.089635 -0400,
14,0,14,0,83.23179130000062,,,,,,,,,83.21516409999458,83.23179130000062,86.21512979996623,88.21495069999946,FOV2,GS10,01,False,2024-08-02_17h24.45.784,Gratings_vis_devJG_v0.6,2024.1.5,None,2024-08-02 17h25.00.089635 -0400,
15,0,15,0,88.23160329996608,,,,,,,,,88.21516589995008,88.23160329996608,91.21509369998239,93.21492559998296,FOV2,GS10,01,False,2024-08-02_17h24.45.784,Gratings_vis_devJG_v0.6,2024.1.5,None,2024-08-02 17h25.00.089635 -0400,
16,0,16,0,93.23156849999214,,,,,,,,,93.21511689998442,93.23156849999214,96.21518349996768,98.21488519996637,FOV2,GS10,01,False,2024-08-02_17h24.45.784,Gratings_vis_devJG_v0.6,2024.1.5,None,2024-08-02 17h25.00.089635 -0400,
17,0,17,0,98.23152249999112,,,,,,,,,98.21509319997858,98.23152249999112,101.21521179995034,103.2151104999939,FOV2,GS10,01,False,2024-08-02_17h24.45.784,Gratings_vis_devJG_v0.6,2024.1.5,None,2024-08-02 17h25.00.089635 -0400,
18,0,18,0,103.23152219998883,,,,,,,,,103.21534319996135,103.23152219998883,106.21535959996982,108.21489619999193,FOV2,GS10,01,False,2024-08-02_17h24.45.784,Gratings_vis_devJG_v0.6,2024.1.5,None,2024-08-02 17h25.00.089635 -0400,
19,0,19,0,108.23147319996497,,,,,,,,,108.21508759999415,108.23147319996497,111.21569759998238,113.21483049995732,FOV2,GS10,01,False,2024-08-02_17h24.45.784,Gratings_vis_devJG_v0.6,2024.1.5,None,2024-08-02 17h25.00.089635 -0400,
20,0,20,0,113.23142019996885,,,,,,,,,113.21503169997595,113.23142019996885,116.21604420000222,118.21478039998328,FOV2,GS10,01,False,2024-08-02_17h24.45.784,Gratings_vis_devJG_v0.6,2024.1.5,None,2024-08-02 17h25.00.089635 -0400,
21,0,21,0,118.2314060999779,,,,,,,,,118.21498200000497,118.2314060999779,121.21626869996544,123.21489049994852,FOV2,GS10,01,False,2024-08-02_17h24.45.784,Gratings_vis_devJG_v0.6,2024.1.5,None,2024-08-02 17h25.00.089635 -0400,
22,0,22,0,123.23155559995212,,,,,,,,,123.21510079997825,123.23155559995212,126.21660679997876,128.21527509996668,FOV2,GS10,01,False,2024-08-02_17h24.45.784,Gratings_vis_devJG_v0.6,2024.1.5,None,2024-08-02 17h25.00.089635 -0400,
23,0,23,0,128.23186959995655,,,,,,,,,128.21549119998235,128.23186959995655,131.21482359996298,133.21555899997475,FOV2,GS10,01,False,2024-08-02_17h24.45.784,Gratings_vis_devJG_v0.6,2024.1.5,None,2024-08-02 17h25.00.089635 -0400,
24,0,24,0,133.2313176000025,,,,,,,,,133.21578199998476,133.2313176000025,136.21508759999415,138.21467939997092,FOV2,GS10,01,False,2024-08-02_17h24.45.784,Gratings_vis_devJG_v0.6,2024.1.5,None,2024-08-02 17h25.00.089635 -0400,
25,0,25,0,138.2312435999629,,,,,,,,,138.21487729996443,138.2312435999629,141.2152956999489,143.21462169999722,FOV2,GS10,01,False,2024-08-02_17h24.45.784,Gratings_vis_devJG_v0.6,2024.1.5,None,2024-08-02 17h25.00.089635 -0400,
