thisRow.t,notes,nidaqTrigger.started,text_waiting_message.started,key_resp.started,nidaqTrigger.stopped,Protocol ID,Subject ID,Session ID,Wait for Trigger,date,expName,psychopyVersion,frameRate,expStart,
,,0.026750100019853562,0.05203690001508221,0.05203690001508221,19.38296790001914,,,,,,,,,,
