trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,nidaqTrigger.started,text_waiting_message.started,key_resp.started,nidaqTrigger.stopped,key_resp.keys,key_resp.rt,key_resp.duration,display_gratings.started,stim_grayScreen.started,stim_grating.started,stim_grayScreen.stopped,stim_grating.stopped,display_gratings.stopped,Protocol ID,Subject ID,Session ID,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,0.027444299950730056,0.04025540000293404,0.04025540000293404,5.458394499961287,space,5.402121999999508,None,,,,,,,devJG,01,01,2024-08-01_15h02.21.863,Gratings_vis_devJG_v0.6,2024.1.5,None,2024-08-01 15h02.25.173856 -0400,
0,0,0,0,5.472270799975377,,,,,,,,,5.458715399960056,5.472270799975377,8.47350619995268,10.472304299997631,10.472304299997631,10.457995200005826,devJG,01,01,2024-08-01_15h02.21.863,Gratings_vis_devJG_v0.6,2024.1.5,None,2024-08-01 15h02.25.173856 -0400,
1,0,1,0,10.472304299997631,,,,,,,,,10.458117400004994,10.472304299997631,13.458759899949655,15.472576699976344,15.472576699976344,15.458598299999721,devJG,01,01,2024-08-01_15h02.21.863,Gratings_vis_devJG_v0.6,2024.1.5,None,2024-08-01 15h02.25.173856 -0400,
2,0,2,0,15.472576699976344,,,,,,,,,15.458714399952441,15.472576699976344,18.46017109998502,,,20.461505899962503,devJG,01,01,2024-08-01_15h02.21.863,Gratings_vis_devJG_v0.6,2024.1.5,None,2024-08-01 15h02.25.173856 -0400,
