trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,nidaqTrigger.started,text_waiting_message.started,key_resp.started,nidaqTrigger.stopped,key_resp.keys,key_resp.rt,key_resp.duration,display_gratings.started,stim_grayScreen.started,stim_grating.started,stim_grayScreen.stopped,stim_grating.stopped,display_gratings.stopped,Protocol ID,Subject ID,Session ID,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,0.08678579999832436,0.08961169997928664,0.08961169997928664,41.14164289998007,space,41.01752729999134,None,,,,,,,GS_sox-ald,GS09,01,2024-07-31_16h28.56.536,Gratings_vis_devJG_v0.6,2024.1.5,None,2024-07-31 16h29.12.880430 -0400,
0,0,0,0,41.14496959999087,,,,,,,,,41.14200449999771,41.14496959999087,44.143513899995014,46.14353769997251,46.14353769997251,46.127788999991026,GS_sox-ald,GS09,01,2024-07-31_16h28.56.536,Gratings_vis_devJG_v0.6,2024.1.5,None,2024-07-31 16h29.12.880430 -0400,
1,0,1,0,46.14353769997251,,,,,,,,,46.127919999998994,46.14353769997251,49.14372139997431,51.14354349998757,51.14354349998757,51.1269481999916,GS_sox-ald,GS09,01,2024-07-31_16h28.56.536,Gratings_vis_devJG_v0.6,2024.1.5,None,2024-07-31 16h29.12.880430 -0400,
2,0,2,0,51.14354349998757,,,,,,,,,51.1270697999862,51.14354349998757,54.144811199977994,56.14472429998568,56.14472429998568,56.1283191999828,GS_sox-ald,GS09,01,2024-07-31_16h28.56.536,Gratings_vis_devJG_v0.6,2024.1.5,None,2024-07-31 16h29.12.880430 -0400,
3,0,3,0,56.14472429998568,,,,,,,,,56.12846839998383,56.14472429998568,59.1471523999935,61.14430819998961,61.14430819998961,61.12817829998676,GS_sox-ald,GS09,01,2024-07-31_16h28.56.536,Gratings_vis_devJG_v0.6,2024.1.5,None,2024-07-31 16h29.12.880430 -0400,
,,,,61.14430819998961,,,,,,,,,61.128321999975014,61.14430819998961,,,,,,,,,,,,,
