trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,nidaqTrigger.started,text_waiting_message.started,key_resp.started,nidaqTrigger.stopped,key_resp.keys,key_resp.rt,key_resp.duration,display_gratings.started,stim_grayScreen.started,stim_grating.started,stim_grayScreen.stopped,stim_grating.stopped,display_gratings.stopped,Protocol ID,Subject ID,Session ID,Wait for Trigger,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,0.0781437000259757,0.08024609996937215,0.08024609996937215,2.156504499958828,space,2.0430025999667123,None,,,,,,,high,SB03,01,False,2024-08-08_15h25.11.109,Gratings_vis_devJG_v0.6,2024.1.5,None,2024-08-08 15h25.21.081743 -0400,
0,0,0,0,2.6936277999775484,,,,,,,,,2.6923627000069246,2.6936277999775484,5.696122900000773,7.67949090001639,7.67949090001639,7.663906399975531,high,SB03,01,False,2024-08-08_15h25.11.109,Gratings_vis_devJG_v0.6,2024.1.5,None,2024-08-08 15h25.21.081743 -0400,
1,0,1,0,7.67949090001639,,,,,,,,,7.664168699993752,7.696405500057153,10.696906700031832,12.68013210000936,12.68013210000936,12.664509600028396,high,SB03,01,False,2024-08-08_15h25.11.109,Gratings_vis_devJG_v0.6,2024.1.5,None,2024-08-08 15h25.21.081743 -0400,
2,0,2,0,12.68013210000936,,,,,,,,,12.664805299951695,12.696886499994434,15.697514200001024,17.681168799987063,17.681168799987063,17.663423000019975,high,SB03,01,False,2024-08-08_15h25.11.109,Gratings_vis_devJG_v0.6,2024.1.5,None,2024-08-08 15h25.21.081743 -0400,
3,0,3,0,17.681168799987063,,,,,,,,,17.66366860002745,17.69653560000006,20.697006699978374,22.68014710000716,22.68014710000716,22.663475999957882,high,SB03,01,False,2024-08-08_15h25.11.109,Gratings_vis_devJG_v0.6,2024.1.5,None,2024-08-08 15h25.21.081743 -0400,
4,0,4,0,22.68014710000716,,,,,,,,,22.663734999950975,22.69674829998985,25.696696999948472,27.680355999968015,27.680355999968015,27.66362470004242,high,SB03,01,False,2024-08-08_15h25.11.109,Gratings_vis_devJG_v0.6,2024.1.5,None,2024-08-08 15h25.21.081743 -0400,
5,0,5,0,27.680355999968015,,,,,,,,,27.66386460000649,27.697011600015685,30.69670039997436,32.67988289997447,32.67988289997447,32.66330629994627,high,SB03,01,False,2024-08-08_15h25.11.109,Gratings_vis_devJG_v0.6,2024.1.5,None,2024-08-08 15h25.21.081743 -0400,
6,0,6,0,32.67988289997447,,,,,,,,,32.663561500026844,32.696368300006725,35.6969073000364,37.679766200017184,37.679766200017184,37.663702200050466,high,SB03,01,False,2024-08-08_15h25.11.109,Gratings_vis_devJG_v0.6,2024.1.5,None,2024-08-08 15h25.21.081743 -0400,
7,0,7,0,37.679766200017184,,,,,,,,,37.66395580000244,37.696765600005165,40.69654330005869,42.67989639996085,42.67989639996085,42.66340249998029,high,SB03,01,False,2024-08-08_15h25.11.109,Gratings_vis_devJG_v0.6,2024.1.5,None,2024-08-08 15h25.21.081743 -0400,
8,0,8,0,42.67989639996085,,,,,,,,,42.663652700022794,42.69687970005907,45.696695400052704,47.67971729999408,47.67971729999408,47.66330260003451,high,SB03,01,False,2024-08-08_15h25.11.109,Gratings_vis_devJG_v0.6,2024.1.5,None,2024-08-08 15h25.21.081743 -0400,
9,0,9,0,47.67971729999408,,,,,,,,,47.663567399955355,47.696404300048016,50.6964257999789,52.68014429998584,52.68014429998584,52.66323609999381,high,SB03,01,False,2024-08-08_15h25.11.109,Gratings_vis_devJG_v0.6,2024.1.5,None,2024-08-08 15h25.21.081743 -0400,
10,0,10,0,52.68014429998584,,,,,,,,,52.66349469998386,52.69675470003858,55.69646929996088,57.67964959994424,57.67964959994424,57.66358269995544,high,SB03,01,False,2024-08-08_15h25.11.109,Gratings_vis_devJG_v0.6,2024.1.5,None,2024-08-08 15h25.21.081743 -0400,
11,0,11,0,57.67964959994424,,,,,,,,,57.663845199975185,57.69625509995967,60.69636219996028,62.68013840005733,62.68013840005733,62.66408360004425,high,SB03,01,False,2024-08-08_15h25.11.109,Gratings_vis_devJG_v0.6,2024.1.5,None,2024-08-08 15h25.21.081743 -0400,
12,0,12,0,62.68013840005733,,,,,,,,,62.66432970005553,62.69670590001624,65.69674379995558,67.67955160001293,67.67955160001293,67.66364399995655,high,SB03,01,False,2024-08-08_15h25.11.109,Gratings_vis_devJG_v0.6,2024.1.5,None,2024-08-08 15h25.21.081743 -0400,
