trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,nidaqTrigger.started,text_waiting_message.started,key_resp.started,nidaqTrigger.stopped,key_resp.keys,key_resp.rt,key_resp.duration,display_gratings.started,stim_grayScreen.started,stim_grating.started,display_gratings.stopped,Protocol ID,Subject ID,Session ID,Wait for Trigger,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,0.005041999975219369,0.011734700005035847,0.011734700005035847,36.183391999977175,space,36.16600910003763,None,,,,,FOV2,GS09,01,False,2024-08-02_15h22.57.345,Gratings_vis_devJG_v0.6,2024.1.5,None,2024-08-02 15h23.07.079586 -0400,
0,0,0,0,36.30793279997306,,,,,,,,,36.24112849996891,36.30793279997306,39.244736499967985,41.244785299990326,FOV2,GS09,01,False,2024-08-02_15h22.57.345,Gratings_vis_devJG_v0.6,2024.1.5,None,2024-08-02 15h23.07.079586 -0400,
1,0,1,0,41.2625639999751,,,,,,,,,41.245117499958724,41.2625639999751,44.245600799971726,46.24514620000264,FOV2,GS09,01,False,2024-08-02_15h22.57.345,Gratings_vis_devJG_v0.6,2024.1.5,None,2024-08-02 15h23.07.079586 -0400,
2,0,2,0,46.26181479997467,,,,,,,,,46.245339999964926,46.26181479997467,49.2452234000084,51.24514590000035,FOV2,GS09,01,False,2024-08-02_15h22.57.345,Gratings_vis_devJG_v0.6,2024.1.5,None,2024-08-02 15h23.07.079586 -0400,
3,0,3,0,51.26166399999056,,,,,,,,,51.24533689999953,51.26166399999056,54.24520649999613,56.244995299959555,FOV2,GS09,01,False,2024-08-02_15h22.57.345,Gratings_vis_devJG_v0.6,2024.1.5,None,2024-08-02 15h23.07.079586 -0400,
4,0,4,0,56.26163269998506,,,,,,,,,56.245255499961786,56.26163269998506,59.24516319995746,61.2450370999868,FOV2,GS09,01,False,2024-08-02_15h22.57.345,Gratings_vis_devJG_v0.6,2024.1.5,None,2024-08-02 15h23.07.079586 -0400,
5,0,5,0,61.26166189997457,,,,,,,,,61.245229899999686,61.26166189997457,64.24509689997649,66.24500070000067,FOV2,GS09,01,False,2024-08-02_15h22.57.345,Gratings_vis_devJG_v0.6,2024.1.5,None,2024-08-02 15h23.07.079586 -0400,
6,0,6,0,66.26162599999225,,,,,,,,,66.24520820000907,66.26162599999225,69.24543909996282,71.24503069999628,FOV2,GS09,01,False,2024-08-02_15h22.57.345,Gratings_vis_devJG_v0.6,2024.1.5,None,2024-08-02 15h23.07.079586 -0400,
7,0,7,0,71.26158200000646,,,,,,,,,71.24524909997126,71.26158200000646,74.24517670000205,76.24495779996505,FOV2,GS09,01,False,2024-08-02_15h22.57.345,Gratings_vis_devJG_v0.6,2024.1.5,None,2024-08-02 15h23.07.079586 -0400,
8,0,8,0,76.26168060000055,,,,,,,,,76.24516449996736,76.26168060000055,79.24515539995627,81.2450322000077,FOV2,GS09,01,False,2024-08-02_15h22.57.345,Gratings_vis_devJG_v0.6,2024.1.5,None,2024-08-02 15h23.07.079586 -0400,
9,0,9,0,81.26162189996103,,,,,,,,,81.24521659995662,81.26162189996103,84.24508580000838,86.24500999995507,FOV2,GS09,01,False,2024-08-02_15h22.57.345,Gratings_vis_devJG_v0.6,2024.1.5,None,2024-08-02 15h23.07.079586 -0400,
