trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,nidaqTrigger.started,text_waiting_message.started,key_resp.started,nidaqTrigger.stopped,key_resp.keys,key_resp.rt,key_resp.duration,display_gratings.started,stim_grayScreen.started,stim_grating.started,stim_grayScreen.stopped,stim_grating.stopped,display_gratings.stopped,Protocol ID,Subject ID,Session ID,Wait for Trigger,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,0.07218800007831305,0.0742973000742495,0.0742973000742495,4.762740400037728,space,4.672951299929991,None,,,,,,,low,SB05,01,False,2024-08-06_15h11.25.214,Gratings_vis_devJG_v0.6,2024.1.5,None,2024-08-06 15h11.41.626151 -0400,
0,0,0,0,4.814198800013401,,,,,,,,,4.8126716000260785,4.814198800013401,7.827118400018662,9.810386899975128,9.810386899975128,9.793938599992543,low,SB05,01,False,2024-08-06_15h11.25.214,Gratings_vis_devJG_v0.6,2024.1.5,None,2024-08-06 15h11.41.626151 -0400,
1,0,1,0,9.810386899975128,,,,,,,,,9.794198199990205,9.82704880007077,12.81116609997116,14.81066479999572,14.81066479999572,14.79429730004631,low,SB05,01,False,2024-08-06_15h11.25.214,Gratings_vis_devJG_v0.6,2024.1.5,None,2024-08-06 15h11.41.626151 -0400,
2,0,2,0,14.81066479999572,,,,,,,,,14.79454120004084,14.827376900007948,17.82762570003979,19.810889600077644,19.810889600077644,19.79424439999275,low,SB05,01,False,2024-08-06_15h11.25.214,Gratings_vis_devJG_v0.6,2024.1.5,None,2024-08-06 15h11.41.626151 -0400,
3,0,3,0,19.810889600077644,,,,,,,,,19.794517199974507,19.827404499985278,22.827443200047128,24.81064260005951,24.81064260005951,24.79431570007,low,SB05,01,False,2024-08-06_15h11.25.214,Gratings_vis_devJG_v0.6,2024.1.5,None,2024-08-06 15h11.41.626151 -0400,
4,0,4,0,24.81064260005951,,,,,,,,,24.794602500041947,24.827364000026137,27.827674700063653,29.810911900014617,29.810911900014617,29.794232700020075,low,SB05,01,False,2024-08-06_15h11.25.214,Gratings_vis_devJG_v0.6,2024.1.5,None,2024-08-06 15h11.41.626151 -0400,
5,0,5,0,29.810911900014617,,,,,,,,,29.794482300058007,29.827526799985208,32.810723099973984,34.81087950000074,34.81087950000074,34.79453650000505,low,SB05,01,False,2024-08-06_15h11.25.214,Gratings_vis_devJG_v0.6,2024.1.5,None,2024-08-06 15h11.41.626151 -0400,
6,0,6,0,34.81087950000074,,,,,,,,,34.79478029999882,34.82728670001961,37.81074580003042,39.81061970000155,39.81061970000155,39.794271099963225,low,SB05,01,False,2024-08-06_15h11.25.214,Gratings_vis_devJG_v0.6,2024.1.5,None,2024-08-06 15h11.41.626151 -0400,
7,0,7,0,39.81061970000155,,,,,,,,,39.79450720001478,39.82726689998526,42.81070789997466,44.81060179998167,44.81060179998167,44.79422679997515,low,SB05,01,False,2024-08-06_15h11.25.214,Gratings_vis_devJG_v0.6,2024.1.5,None,2024-08-06 15h11.41.626151 -0400,
8,0,8,0,44.81060179998167,,,,,,,,,44.794463900034316,44.82723369996529,47.81069569999818,49.810701700043865,49.810701700043865,49.79405120003503,low,SB05,01,False,2024-08-06_15h11.25.214,Gratings_vis_devJG_v0.6,2024.1.5,None,2024-08-06 15h11.41.626151 -0400,
