trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,nidaqTrigger.started,text_waiting_message.started,key_resp.started,nidaqTrigger.stopped,key_resp.keys,key_resp.rt,key_resp.duration,display_gratings.started,stim_grayScreen.started,stim_grating.started,display_gratings.stopped,Protocol ID,Subject ID,Session ID,Wait for Trigger,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,0.007234899967443198,0.01556419994449243,0.01556419994449243,28.567763999977615,space,28.534855699981563,None,,,,,FOV1,GS13,01,False,2024-08-02_18h51.28.511,Gratings_vis_devJG_v0.6,2024.1.5,None,2024-08-02 18h51.47.707434 -0400,
0,0,0,0,28.69736120000016,,,,,,,,,28.622125399997458,28.69736120000016,31.631983099970967,33.632258699974045,FOV1,GS13,01,False,2024-08-02_18h51.28.511,Gratings_vis_devJG_v0.6,2024.1.5,None,2024-08-02 18h51.47.707434 -0400,
1,0,1,0,33.64855089999037,,,,,,,,,33.632453899946995,33.64855089999037,36.63233769999351,38.63217969995458,FOV1,GS13,01,False,2024-08-02_18h51.28.511,Gratings_vis_devJG_v0.6,2024.1.5,None,2024-08-02 18h51.47.707434 -0400,
2,0,2,0,38.648889799951576,,,,,,,,,38.63239739998244,38.648889799951576,41.632426299969666,43.63234749995172,FOV1,GS13,01,False,2024-08-02_18h51.28.511,Gratings_vis_devJG_v0.6,2024.1.5,None,2024-08-02 18h51.47.707434 -0400,
3,0,3,0,43.648891199962236,,,,,,,,,43.632713999948464,43.648891199962236,46.6322556999512,48.63220899994485,FOV1,GS13,01,False,2024-08-02_18h51.28.511,Gratings_vis_devJG_v0.6,2024.1.5,None,2024-08-02 18h51.47.707434 -0400,
4,0,4,0,48.6488348999992,,,,,,,,,48.63239669997711,48.6488348999992,51.6322771999985,53.63221989996964,FOV1,GS13,01,False,2024-08-02_18h51.28.511,Gratings_vis_devJG_v0.6,2024.1.5,None,2024-08-02 18h51.47.707434 -0400,
5,0,5,0,53.64882839994971,,,,,,,,,53.63240739994217,53.64882839994971,56.632197199971415,58.63212249998469,FOV1,GS13,01,False,2024-08-02_18h51.28.511,Gratings_vis_devJG_v0.6,2024.1.5,None,2024-08-02 18h51.47.707434 -0400,
6,0,6,0,58.64883499999996,,,,,,,,,58.63231709995307,58.64883499999996,61.632295899966266,63.632211399963126,FOV1,GS13,01,False,2024-08-02_18h51.28.511,Gratings_vis_devJG_v0.6,2024.1.5,None,2024-08-02 18h51.47.707434 -0400,
7,0,7,0,63.64876379998168,,,,,,,,,63.63241309998557,63.64876379998168,66.63220279995585,68.63209279999137,FOV1,GS13,01,False,2024-08-02_18h51.28.511,Gratings_vis_devJG_v0.6,2024.1.5,None,2024-08-02 18h51.47.707434 -0400,
8,0,8,0,68.64870169997448,,,,,,,,,68.63228299998445,68.64870169997448,71.63207809999585,73.6320445999736,FOV1,GS13,01,False,2024-08-02_18h51.28.511,Gratings_vis_devJG_v0.6,2024.1.5,None,2024-08-02 18h51.47.707434 -0400,
