trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,nidaqTrigger.started,text_waiting_message.started,key_resp.started,nidaqTrigger.stopped,key_resp.keys,key_resp.rt,key_resp.duration,display_gratings.started,stim_grayScreen.started,stim_grating.started,display_gratings.stopped,Protocol ID,Subject ID,Session ID,Wait for Trigger,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,0.0055831000208854675,0.01338620000751689,0.01338620000751689,15.31579210003838,space,15.299704800010659,None,,,,,FOV1,GS14,01,False,2024-08-02_19h34.22.624,Gratings_vis_devJG_v0.6,2024.1.5,None,2024-08-02 19h34.37.539739 -0400,
0,0,0,0,15.45461970003089,,,,,,,,,15.365004600025713,15.45461970003089,18.380099800007883,20.38019480003277,FOV1,GS14,01,False,2024-08-02_19h34.22.624,Gratings_vis_devJG_v0.6,2024.1.5,None,2024-08-02 19h34.37.539739 -0400,
1,0,1,0,20.396770899998955,,,,,,,,,20.3804034999921,20.396770899998955,23.36383460002253,25.38025510002626,FOV1,GS14,01,False,2024-08-02_19h34.22.624,Gratings_vis_devJG_v0.6,2024.1.5,None,2024-08-02 19h34.37.539739 -0400,
2,0,2,0,25.397059999988414,,,,,,,,,25.38044630002696,25.397059999988414,28.36390570004005,30.38032990001375,FOV1,GS14,01,False,2024-08-02_19h34.22.624,Gratings_vis_devJG_v0.6,2024.1.5,None,2024-08-02 19h34.37.539739 -0400,
3,0,3,0,30.397148100018967,,,,,,,,,30.380540499987546,30.397148100018967,33.364189799991436,35.38038340001367,FOV1,GS14,01,False,2024-08-02_19h34.22.624,Gratings_vis_devJG_v0.6,2024.1.5,None,2024-08-02 19h34.37.539739 -0400,
4,0,4,0,35.39703220000956,,,,,,,,,35.3805779000395,35.39703220000956,38.36451009998564,40.380059299990535,FOV1,GS14,01,False,2024-08-02_19h34.22.624,Gratings_vis_devJG_v0.6,2024.1.5,None,2024-08-02 19h34.37.539739 -0400,
5,0,5,0,40.396758100017905,,,,,,,,,40.38025640003616,40.396758100017905,43.36478480004007,45.38011279999046,FOV1,GS14,01,False,2024-08-02_19h34.22.624,Gratings_vis_devJG_v0.6,2024.1.5,None,2024-08-02 19h34.37.539739 -0400,
6,0,6,0,45.39691720000701,,,,,,,,,45.38030840002466,45.39691720000701,48.3651014000061,50.380372199986596,FOV1,GS14,01,False,2024-08-02_19h34.22.624,Gratings_vis_devJG_v0.6,2024.1.5,None,2024-08-02 19h34.37.539739 -0400,
7,0,7,0,50.39700180001091,,,,,,,,,50.38055629999144,50.39700180001091,53.36540609999793,55.380639300041366,FOV1,GS14,01,False,2024-08-02_19h34.22.624,Gratings_vis_devJG_v0.6,2024.1.5,None,2024-08-02 19h34.37.539739 -0400,
8,0,8,0,55.397272300033364,,,,,,,,,55.38083410001127,55.397272300033364,58.36574909999035,60.38001439999789,FOV1,GS14,01,False,2024-08-02_19h34.22.624,Gratings_vis_devJG_v0.6,2024.1.5,None,2024-08-02 19h34.37.539739 -0400,
