trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,nidaqTrigger.started,text_waiting_message.started,key_resp.started,nidaqTrigger.stopped,key_resp.keys,key_resp.rt,key_resp.duration,display_gratings.started,stim_grayScreen.started,stim_grating.started,display_gratings.stopped,Protocol ID,Subject ID,Session ID,Wait for Trigger,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,0.006465099984779954,0.012714899959973991,0.012714899959973991,9.765103699988686,space,9.748166500008665,None,,,,,FOV2,GS14,01,False,2024-08-02_19h48.06.737,Gratings_vis_devJG_v0.6,2024.1.5,None,2024-08-02 19h48.20.373635 -0400,
0,0,0,0,9.870990499970503,,,,,,,,,9.80577669997001,9.870990499970503,12.812496899976395,14.812711199978366,FOV2,GS14,01,False,2024-08-02_19h48.06.737,Gratings_vis_devJG_v0.6,2024.1.5,None,2024-08-02 19h48.20.373635 -0400,
1,0,1,0,14.829633199959062,,,,,,,,,14.81291290000081,14.829633199959062,17.813023799972143,19.813006999960635,FOV2,GS14,01,False,2024-08-02_19h48.06.737,Gratings_vis_devJG_v0.6,2024.1.5,None,2024-08-02 19h48.20.373635 -0400,
2,0,2,0,19.829576899996027,,,,,,,,,19.813208899984602,19.829576899996027,22.81298859999515,24.812850899994373,FOV2,GS14,01,False,2024-08-02_19h48.06.737,Gratings_vis_devJG_v0.6,2024.1.5,None,2024-08-02 19h48.20.373635 -0400,
3,0,3,0,24.829516700003296,,,,,,,,,24.813041499990504,24.829516700003296,27.812991599959787,29.812802199972793,FOV2,GS14,01,False,2024-08-02_19h48.06.737,Gratings_vis_devJG_v0.6,2024.1.5,None,2024-08-02 19h48.20.373635 -0400,
4,0,4,0,29.829503599961754,,,,,,,,,29.81301069998881,29.829503599961754,32.81293999997433,34.812819299986586,FOV2,GS14,01,False,2024-08-02_19h48.06.737,Gratings_vis_devJG_v0.6,2024.1.5,None,2024-08-02 19h48.20.373635 -0400,
5,0,5,0,34.82959679997293,,,,,,,,,34.81301489996258,34.82959679997293,37.81296819995623,39.81275799998548,FOV2,GS14,01,False,2024-08-02_19h48.06.737,Gratings_vis_devJG_v0.6,2024.1.5,None,2024-08-02 19h48.20.373635 -0400,
6,0,6,0,39.82937379996292,,,,,,,,,39.81295649998356,39.82937379996292,42.812923199962825,44.81272359995637,FOV2,GS14,01,False,2024-08-02_19h48.06.737,Gratings_vis_devJG_v0.6,2024.1.5,None,2024-08-02 19h48.20.373635 -0400,
7,0,7,0,44.829357799957506,,,,,,,,,44.8129374999553,44.829357799957506,47.81295940000564,49.812697599991225,FOV2,GS14,01,False,2024-08-02_19h48.06.737,Gratings_vis_devJG_v0.6,2024.1.5,None,2024-08-02 19h48.20.373635 -0400,
8,0,8,0,49.82932699995581,,,,,,,,,49.81290659995284,49.82932699995581,52.81304359994829,54.81447260000277,FOV2,GS14,01,False,2024-08-02_19h48.06.737,Gratings_vis_devJG_v0.6,2024.1.5,None,2024-08-02 19h48.20.373635 -0400,
9,0,9,0,54.82930489996215,,,,,,,,,54.814659899973776,54.82930489996215,57.81290389999049,59.814296299999114,FOV2,GS14,01,False,2024-08-02_19h48.06.737,Gratings_vis_devJG_v0.6,2024.1.5,None,2024-08-02 19h48.20.373635 -0400,
10,0,10,0,59.82926679996308,,,,,,,,,59.81449379998958,59.82926679996308,62.812807699956466,64.81381409999449,FOV2,GS14,01,False,2024-08-02_19h48.06.737,Gratings_vis_devJG_v0.6,2024.1.5,None,2024-08-02 19h48.20.373635 -0400,
11,0,11,0,64.83095939998748,,,,,,,,,64.814003699983,64.83095939998748,67.8128652999876,69.81263869995018,FOV2,GS14,01,False,2024-08-02_19h48.06.737,Gratings_vis_devJG_v0.6,2024.1.5,None,2024-08-02 19h48.20.373635 -0400,
12,0,12,0,69.82920779997949,,,,,,,,,69.81284519995097,69.82920779997949,72.81279159995029,74.81258209998487,FOV2,GS14,01,False,2024-08-02_19h48.06.737,Gratings_vis_devJG_v0.6,2024.1.5,None,2024-08-02 19h48.20.373635 -0400,
13,0,13,0,74.82923549995758,,,,,,,,,74.81277029996272,74.82923549995758,77.81302750000032,79.81265609996626,FOV2,GS14,01,False,2024-08-02_19h48.06.737,Gratings_vis_devJG_v0.6,2024.1.5,None,2024-08-02 19h48.20.373635 -0400,
14,0,14,0,79.82919159997255,,,,,,,,,79.81284529995173,79.82919159997255,82.81288309994852,84.81251619994873,FOV2,GS14,01,False,2024-08-02_19h48.06.737,Gratings_vis_devJG_v0.6,2024.1.5,None,2024-08-02 19h48.20.373635 -0400,
15,0,15,0,84.82929949997924,,,,,,,,,84.81269979994977,84.82929949997924,87.81317330000456,89.8124955999665,FOV2,GS14,01,False,2024-08-02_19h48.06.737,Gratings_vis_devJG_v0.6,2024.1.5,None,2024-08-02 19h48.20.373635 -0400,
16,0,16,0,89.82921120000537,,,,,,,,,89.81269969994901,89.82921120000537,92.81420379999327,94.81256109999958,FOV2,GS14,01,False,2024-08-02_19h48.06.737,Gratings_vis_devJG_v0.6,2024.1.5,None,2024-08-02 19h48.20.373635 -0400,
