trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,nidaqTrigger.started,text_waiting_message.started,key_resp.started,nidaqTrigger.stopped,key_resp.keys,key_resp.rt,key_resp.duration,display_gratings.started,stim_grayScreen.started,stim_grating.started,stim_grayScreen.stopped,stim_grating.stopped,display_gratings.stopped,Protocol ID,Subject ID,Session ID,Wait for Trigger,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,0.005565900006331503,0.020107500022277236,0.020107500022277236,5.855517799966037,space,5.821276900009252,None,,,,,,,high,SB10,01,False,2024-08-08_17h02.04.155,Gratings_vis_devJG_v0.6,2024.1.5,None,2024-08-08 17h02.13.573272 -0400,
0,0,0,0,5.906787800020538,,,,,,,,,5.905307399923913,5.906787800020538,8.91989359993022,10.920046099927276,10.920046099927276,10.904048399999738,high,SB10,01,False,2024-08-08_17h02.04.155,Gratings_vis_devJG_v0.6,2024.1.5,None,2024-08-08 17h02.13.573272 -0400,
1,0,1,0,10.920046099927276,,,,,,,,,10.904313599923626,10.920046099927276,13.903616899973713,15.920132600003853,15.920132600003853,15.90374109998811,high,SB10,01,False,2024-08-08_17h02.04.155,Gratings_vis_devJG_v0.6,2024.1.5,None,2024-08-08 17h02.13.573272 -0400,
2,0,2,0,15.920132600003853,,,,,,,,,15.90404509997461,15.920132600003853,18.903673199936748,20.92013549990952,20.92013549990952,20.903768299962394,high,SB10,01,False,2024-08-08_17h02.04.155,Gratings_vis_devJG_v0.6,2024.1.5,None,2024-08-08 17h02.13.573272 -0400,
3,0,3,0,20.92013549990952,,,,,,,,,20.90403580002021,20.92013549990952,23.920228399918415,,,25.905443999916315,high,SB10,01,False,2024-08-08_17h02.04.155,Gratings_vis_devJG_v0.6,2024.1.5,None,2024-08-08 17h02.13.573272 -0400,
4,0,4,0,25.920067799976096,,,,,,,,,25.905736099928617,25.920067799976096,28.920251399977133,,,30.9052781999344,high,SB10,01,False,2024-08-08_17h02.04.155,Gratings_vis_devJG_v0.6,2024.1.5,None,2024-08-08 17h02.13.573272 -0400,
5,0,5,0,30.920184499933384,,,,,,,,,30.905570999952033,30.920184499933384,33.92009939998388,35.92003759997897,35.92003759997897,35.904043999966234,high,SB10,01,False,2024-08-08_17h02.04.155,Gratings_vis_devJG_v0.6,2024.1.5,None,2024-08-08 17h02.13.573272 -0400,
6,0,6,0,35.92003759997897,,,,,,,,,35.90432739991229,35.92003759997897,38.920399499940686,40.92009719996713,40.92009719996713,40.903605700004846,high,SB10,01,False,2024-08-08_17h02.04.155,Gratings_vis_devJG_v0.6,2024.1.5,None,2024-08-08 17h02.13.573272 -0400,
7,0,7,0,40.92009719996713,,,,,,,,,40.90390059992205,40.92009719996713,43.92038789996877,45.92000189993996,45.92000189993996,45.903596599935554,high,SB10,01,False,2024-08-08_17h02.04.155,Gratings_vis_devJG_v0.6,2024.1.5,None,2024-08-08 17h02.13.573272 -0400,
8,0,8,0,45.92000189993996,,,,,,,,,45.90388949995395,45.92000189993996,48.904007399920374,50.92013440001756,50.92013440001756,50.90370049991179,high,SB10,01,False,2024-08-08_17h02.04.155,Gratings_vis_devJG_v0.6,2024.1.5,None,2024-08-08 17h02.13.573272 -0400,
