trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,nidaqTrigger.started,text_waiting_message.started,key_resp.started,nidaqTrigger.stopped,key_resp.keys,key_resp.rt,key_resp.duration,display_gratings.started,stim_grayScreen.started,stim_grating.started,display_gratings.stopped,Protocol ID,Subject ID,Session ID,Wait for Trigger,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,0.003093400038778782,0.016985499998554587,0.016985499998554587,20.2696142999921,space,20.24171239999123,None,,,,,FOV2,GS13,01,False,2024-08-02_19h04.46.749,Gratings_vis_devJG_v0.6,2024.1.5,None,2024-08-02 19h04.59.268611 -0400,
0,0,0,0,20.373509800003376,,,,,,,,,20.3094310000306,20.373509800003376,23.316619499993976,25.316520099993795,FOV2,GS13,01,False,2024-08-02_19h04.46.749,Gratings_vis_devJG_v0.6,2024.1.5,None,2024-08-02 19h04.59.268611 -0400,
1,0,1,0,25.33319840003969,,,,,,,,,25.31670840003062,25.33319840003969,28.317082300025504,30.316868200025056,FOV2,GS13,01,False,2024-08-02_19h04.46.749,Gratings_vis_devJG_v0.6,2024.1.5,None,2024-08-02 19h04.59.268611 -0400,
2,0,2,0,30.333452399994712,,,,,,,,,30.317058200016618,30.333452399994712,33.317393200006336,35.31709090003278,FOV2,GS13,01,False,2024-08-02_19h04.46.749,Gratings_vis_devJG_v0.6,2024.1.5,None,2024-08-02 19h04.59.268611 -0400,
3,0,3,0,35.33349610003643,,,,,,,,,35.3172893000301,35.33349610003643,38.31764780002413,40.31680550001329,FOV2,GS13,01,False,2024-08-02_19h04.46.749,Gratings_vis_devJG_v0.6,2024.1.5,None,2024-08-02 19h04.59.268611 -0400,
4,0,4,0,40.33352450001985,,,,,,,,,40.31700290000299,40.33352450001985,43.317975700017996,45.316833699995186,FOV2,GS13,01,False,2024-08-02_19h04.46.749,Gratings_vis_devJG_v0.6,2024.1.5,None,2024-08-02 19h04.59.268611 -0400,
5,0,5,0,45.333487900032196,,,,,,,,,45.317047199991066,45.333487900032196,48.3182458000374,50.31697250000434,FOV2,GS13,01,False,2024-08-02_19h04.46.749,Gratings_vis_devJG_v0.6,2024.1.5,None,2024-08-02 19h04.59.268611 -0400,
6,0,6,0,50.3335536000086,,,,,,,,,50.31719880003948,50.3335536000086,53.31854370003566,55.31725680001546,FOV2,GS13,01,False,2024-08-02_19h04.46.749,Gratings_vis_devJG_v0.6,2024.1.5,None,2024-08-02 19h04.59.268611 -0400,
7,0,7,0,55.33385150000686,,,,,,,,,55.317482299986295,55.33385150000686,58.3188908000011,60.31745710002724,FOV2,GS13,01,False,2024-08-02_19h04.46.749,Gratings_vis_devJG_v0.6,2024.1.5,None,2024-08-02 19h04.59.268611 -0400,
8,0,8,0,60.33408739999868,,,,,,,,,60.317645800008904,60.33408739999868,63.31914030003827,65.31783230003202,FOV2,GS13,01,False,2024-08-02_19h04.46.749,Gratings_vis_devJG_v0.6,2024.1.5,None,2024-08-02 19h04.59.268611 -0400,
9,0,9,0,65.33332600002177,,,,,,,,,65.3180180999916,65.33332600002177,68.31718740001088,70.31697290000739,FOV2,GS13,01,False,2024-08-02_19h04.46.749,Gratings_vis_devJG_v0.6,2024.1.5,None,2024-08-02 19h04.59.268611 -0400,
10,0,10,0,70.33321980002802,,,,,,,,,70.31720039999345,70.33321980002802,73.31671350001125,75.31649360002484,FOV2,GS13,01,False,2024-08-02_19h04.46.749,Gratings_vis_devJG_v0.6,2024.1.5,None,2024-08-02 19h04.59.268611 -0400,
