trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,nidaqTrigger.started,text_waiting_message.started,key_resp.started,nidaqTrigger.stopped,key_resp.keys,key_resp.rt,key_resp.duration,display_gratings.started,stim_grayScreen.started,stim_grating.started,display_gratings.stopped,Protocol ID,Subject ID,Session ID,Wait for Trigger,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,0.006604499998502433,0.013587600027676672,0.013587600027676672,14.982359300018288,space,14.957841600000393,None,,,,,FOV2,GS15,01,False,2024-08-02_20h30.25.522,Gratings_vis_devJG_v0.6,2024.1.5,None,2024-08-02 20h30.39.102408 -0400,
0,0,0,0,15.08554500003811,,,,,,,,,15.021473500004504,15.08554500003811,18.03051609999966,20.030520100030117,FOV2,GS15,01,False,2024-08-02_20h30.25.522,Gratings_vis_devJG_v0.6,2024.1.5,None,2024-08-02 20h30.39.102408 -0400,
1,0,1,0,20.047208700038027,,,,,,,,,20.03073050000239,20.047208700038027,23.030477000051178,25.030555200006347,FOV2,GS15,01,False,2024-08-02_20h30.25.522,Gratings_vis_devJG_v0.6,2024.1.5,None,2024-08-02 20h30.39.102408 -0400,
2,0,2,0,25.047377500042785,,,,,,,,,25.030774800048675,25.047377500042785,28.03045469999779,30.03045060002478,FOV2,GS15,01,False,2024-08-02_20h30.25.522,Gratings_vis_devJG_v0.6,2024.1.5,None,2024-08-02 20h30.39.102408 -0400,
3,0,3,0,30.047172100050375,,,,,,,,,30.030648900021333,30.047172100050375,33.0304257000098,35.0307221999974,FOV2,GS15,01,False,2024-08-02_20h30.25.522,Gratings_vis_devJG_v0.6,2024.1.5,None,2024-08-02 20h30.39.102408 -0400,
4,0,4,0,35.047355900052935,,,,,,,,,35.03090930002509,35.047355900052935,38.030492799996864,40.03044280002359,FOV2,GS15,01,False,2024-08-02_20h30.25.522,Gratings_vis_devJG_v0.6,2024.1.5,None,2024-08-02 20h30.39.102408 -0400,
5,0,5,0,40.04705570003716,,,,,,,,,40.03062800003681,40.04705570003716,43.03059590002522,45.03037660004338,FOV2,GS15,01,False,2024-08-02_20h30.25.522,Gratings_vis_devJG_v0.6,2024.1.5,None,2024-08-02 20h30.39.102408 -0400,
6,0,6,0,45.04712760000257,,,,,,,,,45.03059530002065,45.04712760000257,48.0305080000544,50.0304296000395,FOV2,GS15,01,False,2024-08-02_20h30.25.522,Gratings_vis_devJG_v0.6,2024.1.5,None,2024-08-02 20h30.39.102408 -0400,
7,0,7,0,50.04701080004452,,,,,,,,,50.0306671000435,50.04701080004452,53.03041270002723,55.03033860004507,FOV2,GS15,01,False,2024-08-02_20h30.25.522,Gratings_vis_devJG_v0.6,2024.1.5,None,2024-08-02 20h30.39.102408 -0400,
8,0,8,0,55.046988400048576,,,,,,,,,55.030544300039764,55.046988400048576,58.03040340001462,60.030307200038806,FOV2,GS15,01,False,2024-08-02_20h30.25.522,Gratings_vis_devJG_v0.6,2024.1.5,None,2024-08-02 20h30.39.102408 -0400,
