trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,nidaqTrigger.started,text_waiting_message.started,key_resp.started,nidaqTrigger.stopped,key_resp.keys,key_resp.rt,key_resp.duration,display_gratings.started,stim_grayScreen.started,stim_grating.started,display_gratings.stopped,Protocol ID,Subject ID,Session ID,Wait for Trigger,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,0.005618600000161678,0.009914700000081211,0.009914700000081211,9.676279100007378,space,9.659564799978398,None,,,,,FOV2,GS15,01,False,2024-08-02_20h26.27.565,Gratings_vis_devJG_v0.6,2024.1.5,None,2024-08-02 20h26.41.275564 -0400,
0,0,0,0,9.807981899997685,,,,,,,,,9.715957399981562,9.807981899997685,12.723653199966066,14.723649899999145,FOV2,GS15,01,False,2024-08-02_20h26.27.565,Gratings_vis_devJG_v0.6,2024.1.5,None,2024-08-02 20h26.41.275564 -0400,
1,0,1,0,14.740342599980067,,,,,,,,,14.723866199958138,14.740342599980067,17.723664899996947,19.723838899983093,FOV2,GS15,01,False,2024-08-02_20h26.27.565,Gratings_vis_devJG_v0.6,2024.1.5,None,2024-08-02 20h26.41.275564 -0400,
2,0,2,0,19.740434299979825,,,,,,,,,19.72402789996704,19.740434299979825,22.723927100014407,24.723855099990033,FOV2,GS15,01,False,2024-08-02_20h26.27.565,Gratings_vis_devJG_v0.6,2024.1.5,None,2024-08-02 20h26.41.275564 -0400,
3,0,3,0,24.740444700000808,,,,,,,,,24.724089699971955,24.740444700000808,27.724193000001833,29.723793099983595,FOV2,GS15,01,False,2024-08-02_20h26.27.565,Gratings_vis_devJG_v0.6,2024.1.5,None,2024-08-02 20h26.41.275564 -0400,
4,0,4,0,29.740392600011546,,,,,,,,,29.72398680000333,29.740392600011546,32.72400180000113,34.72374009998748,FOV2,GS15,01,False,2024-08-02_20h26.27.565,Gratings_vis_devJG_v0.6,2024.1.5,None,2024-08-02 20h26.41.275564 -0400,
5,0,5,0,34.74042260000715,,,,,,,,,34.723956600006204,34.74042260000715,37.72399480000604,39.723743200011086,FOV2,GS15,01,False,2024-08-02_20h26.27.565,Gratings_vis_devJG_v0.6,2024.1.5,None,2024-08-02 20h26.41.275564 -0400,
6,0,6,0,39.74034149997169,,,,,,,,,39.72392729995772,39.74034149997169,42.72387270000763,44.723658700007945,FOV2,GS15,01,False,2024-08-02_20h26.27.565,Gratings_vis_devJG_v0.6,2024.1.5,None,2024-08-02 20h26.41.275564 -0400,
7,0,7,0,44.74032599997008,,,,,,,,,44.72387489996618,44.74032599997008,47.72380639996845,49.72365479997825,FOV2,GS15,01,False,2024-08-02_20h26.27.565,Gratings_vis_devJG_v0.6,2024.1.5,None,2024-08-02 20h26.41.275564 -0400,
8,0,8,0,49.74030030000722,,,,,,,,,49.72386109997751,49.74030030000722,52.72378519998165,54.72361419996014,FOV2,GS15,01,False,2024-08-02_20h26.27.565,Gratings_vis_devJG_v0.6,2024.1.5,None,2024-08-02 20h26.41.275564 -0400,
9,0,9,0,54.74027449998539,,,,,,,,,54.72380889998749,54.74027449998539,57.72378080000635,59.72357309999643,FOV2,GS15,01,False,2024-08-02_20h26.27.565,Gratings_vis_devJG_v0.6,2024.1.5,None,2024-08-02 20h26.41.275564 -0400,
10,0,10,0,59.740326899976935,,,,,,,,,59.72375939995982,59.740326899976935,62.72373039997183,64.72356730001047,FOV2,GS15,01,False,2024-08-02_20h26.27.565,Gratings_vis_devJG_v0.6,2024.1.5,None,2024-08-02 20h26.41.275564 -0400,
11,0,11,0,64.7401790000149,,,,,,,,,64.72374589997344,64.7401790000149,67.723698399961,69.72356119996402,FOV2,GS15,01,False,2024-08-02_20h26.27.565,Gratings_vis_devJG_v0.6,2024.1.5,None,2024-08-02 20h26.41.275564 -0400,
12,0,12,0,69.74016759998631,,,,,,,,,69.72374569997191,69.74016759998631,72.7236988999648,74.72362810000777,FOV2,GS15,01,False,2024-08-02_20h26.27.565,Gratings_vis_devJG_v0.6,2024.1.5,None,2024-08-02 20h26.41.275564 -0400,
,,,,74.74021119996905,,,,,,,,,74.72384519997286,74.74021119996905,77.7245275999885,,,,,,,,,,,
