trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,nidaqTrigger.started,text_waiting_message.started,key_resp.started,nidaqTrigger.stopped,key_resp.keys,key_resp.rt,key_resp.duration,display_gratings.started,stim_grayScreen.started,stim_grating.started,stim_grayScreen.stopped,stim_grating.stopped,display_gratings.stopped,Protocol ID,Subject ID,Session ID,Wait for Trigger,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,0.007617600029334426,0.015980200027115643,0.015980200027115643,3.1176234000595286,space,3.0848309999564663,None,,,,,,,high,GS10,01,False,2024-08-08_18h02.46.124,Gratings_vis_devJG_v0.6,2024.1.5,None,2024-08-08 18h02.57.163187 -0400,
0,0,0,0,3.1572055000578985,,,,,,,,,3.155680200085044,3.1572055000578985,6.16565450001508,8.148934500059113,8.148934500059113,8.133274600026198,high,GS10,01,False,2024-08-08_18h02.46.124,Gratings_vis_devJG_v0.6,2024.1.5,None,2024-08-08 18h02.57.163187 -0400,
1,0,1,0,8.148934500059113,,,,,,,,,8.133554400061257,8.165584200061858,11.166033099987544,13.149472800083458,13.149472800083458,13.132995799998753,high,GS10,01,False,2024-08-08_18h02.46.124,Gratings_vis_devJG_v0.6,2024.1.5,None,2024-08-08 18h02.57.163187 -0400,
2,0,2,0,13.149472800083458,,,,,,,,,13.133261900045909,13.166151500074193,16.166562600061297,18.149411900085397,18.149411900085397,18.132985200034454,high,GS10,01,False,2024-08-08_18h02.46.124,Gratings_vis_devJG_v0.6,2024.1.5,None,2024-08-08 18h02.57.163187 -0400,
3,0,3,0,18.149411900085397,,,,,,,,,18.13349390006624,18.166276800096966,21.166212300071493,23.149303100071847,23.149303100071847,23.132845400017686,high,GS10,01,False,2024-08-08_18h02.46.124,Gratings_vis_devJG_v0.6,2024.1.5,None,2024-08-08 18h02.57.163187 -0400,
4,0,4,0,23.149303100071847,,,,,,,,,23.13309100002516,23.16593780007679,26.166366700083017,28.149123599985614,28.149123599985614,28.133198900031857,high,GS10,01,False,2024-08-08_18h02.46.124,Gratings_vis_devJG_v0.6,2024.1.5,None,2024-08-08 18h02.57.163187 -0400,
5,0,5,0,28.149123599985614,,,,,,,,,28.133437099982984,28.165945900022052,31.166369799990207,33.1493674000958,33.1493674000958,33.13279110006988,high,GS10,01,False,2024-08-08_18h02.46.124,Gratings_vis_devJG_v0.6,2024.1.5,None,2024-08-08 18h02.57.163187 -0400,
6,0,6,0,33.1493674000958,,,,,,,,,33.133060300024226,33.16633899998851,36.16612150007859,38.1494349000277,38.1494349000277,38.13281300000381,high,GS10,01,False,2024-08-08_18h02.46.124,Gratings_vis_devJG_v0.6,2024.1.5,None,2024-08-08 18h02.57.163187 -0400,
7,0,7,0,38.1494349000277,,,,,,,,,38.13310060009826,38.16643219999969,41.166398300090805,43.149276799988,43.149276799988,43.13308669999242,high,GS10,01,False,2024-08-08_18h02.46.124,Gratings_vis_devJG_v0.6,2024.1.5,None,2024-08-08 18h02.57.163187 -0400,
8,0,8,0,43.149276799988,,,,,,,,,43.13336059998255,43.1664384000469,46.166382700088434,48.149334000074305,48.149334000074305,48.13268450007308,high,GS10,01,False,2024-08-08_18h02.46.124,Gratings_vis_devJG_v0.6,2024.1.5,None,2024-08-08 18h02.57.163187 -0400,
9,0,9,0,48.149334000074305,,,,,,,,,48.13293870002963,48.165994100039825,51.16606130008586,53.14933360007126,53.14933360007126,53.13302150007803,high,GS10,01,False,2024-08-08_18h02.46.124,Gratings_vis_devJG_v0.6,2024.1.5,None,2024-08-08 18h02.57.163187 -0400,
10,0,10,0,53.14933360007126,,,,,,,,,53.13327280001249,53.16589860001113,56.166215300094336,58.14913430006709,58.14913430006709,58.13275370001793,high,GS10,01,False,2024-08-08_18h02.46.124,Gratings_vis_devJG_v0.6,2024.1.5,None,2024-08-08 18h02.57.163187 -0400,
11,0,11,0,58.14913430006709,,,,,,,,,58.133005700074136,58.16599990008399,61.16585530003067,63.149247299996205,63.149247299996205,63.13280100002885,high,GS10,01,False,2024-08-08_18h02.46.124,Gratings_vis_devJG_v0.6,2024.1.5,None,2024-08-08 18h02.57.163187 -0400,
