trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,nidaqTrigger.started,text_waiting_message.started,key_resp.started,nidaqTrigger.stopped,key_resp.keys,key_resp.rt,key_resp.duration,display_gratings.started,stim_grayScreen.started,stim_grating.started,stim_grayScreen.stopped,stim_grating.stopped,display_gratings.stopped,Protocol ID,Subject ID,Session ID,Wait for Trigger,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,0.06710530002601445,0.06998779997229576,0.06998779997229576,31.500329799950123,space,31.412752900039777,None,,,,,,,baseline,04,01,False,2024-08-05_13h05.25.163,Gratings_vis_devJG_v0.6,2024.1.5,None,2024-08-05 13h05.43.127201 -0400,
0,0,0,0,31.539307500002906,,,,,,,,,31.537377699976787,31.539307500002906,34.54753909993451,36.53093160002027,36.53093160002027,36.514732599956915,baseline,04,01,False,2024-08-05_13h05.25.163,Gratings_vis_devJG_v0.6,2024.1.5,None,2024-08-05 13h05.43.127201 -0400,
1,0,1,0,36.53093160002027,,,,,,,,,36.515272699994966,36.547413300024346,39.54823910002597,41.531032699975185,41.531032699975185,41.51530249998905,baseline,04,01,False,2024-08-05_13h05.25.163,Gratings_vis_devJG_v0.6,2024.1.5,None,2024-08-05 13h05.43.127201 -0400,
2,0,2,0,41.531032699975185,,,,,,,,,41.51556349999737,41.54770529991947,44.54792069992982,46.53109990002122,46.53109990002122,46.51462009991519,baseline,04,01,False,2024-08-05_13h05.25.163,Gratings_vis_devJG_v0.6,2024.1.5,None,2024-08-05 13h05.43.127201 -0400,
3,0,3,0,46.53109990002122,,,,,,,,,46.51487559999805,46.54768079996575,49.54813369992189,51.530992900021374,51.530992900021374,51.51447149994783,baseline,04,01,False,2024-08-05_13h05.25.163,Gratings_vis_devJG_v0.6,2024.1.5,None,2024-08-05 13h05.43.127201 -0400,
4,0,4,0,51.530992900021374,,,,,,,,,51.51473649998661,51.547723199939355,54.547822699998505,56.531080799992196,56.531080799992196,56.51453379995655,baseline,04,01,False,2024-08-05_13h05.25.163,Gratings_vis_devJG_v0.6,2024.1.5,None,2024-08-05 13h05.43.127201 -0400,
5,0,5,0,56.531080799992196,,,,,,,,,56.51477319991682,56.547699699993245,59.54787569993641,61.53099449991714,61.53099449991714,61.514495500014164,baseline,04,01,False,2024-08-05_13h05.25.163,Gratings_vis_devJG_v0.6,2024.1.5,None,2024-08-05 13h05.43.127201 -0400,
6,0,6,0,61.53099449991714,,,,,,,,,61.514733999967575,61.54769939999096,64.54777389997616,66.53096999996342,66.53096999996342,66.51451299991459,baseline,04,01,False,2024-08-05_13h05.25.163,Gratings_vis_devJG_v0.6,2024.1.5,None,2024-08-05 13h05.43.127201 -0400,
7,0,7,0,66.53096999996342,,,,,,,,,66.51475789991673,66.54783840000164,69.54775139992125,71.53092329995707,71.53092329995707,71.51480849995278,baseline,04,01,False,2024-08-05_13h05.25.163,Gratings_vis_devJG_v0.6,2024.1.5,None,2024-08-05 13h05.43.127201 -0400,
8,0,8,0,71.53092329995707,,,,,,,,,71.51509220001753,71.54758629994467,74.54797959991265,76.531016599969,76.531016599969,76.515121000004,baseline,04,01,False,2024-08-05_13h05.25.163,Gratings_vis_devJG_v0.6,2024.1.5,None,2024-08-05 13h05.43.127201 -0400,
