trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,nidaqTrigger.started,text_waiting_message.started,key_resp.started,nidaqTrigger.stopped,key_resp.keys,key_resp.rt,key_resp.duration,display_gratings.started,stim_grayScreen.started,stim_grating.started,stim_grayScreen.stopped,stim_grating.stopped,display_gratings.stopped,Protocol ID,Subject ID,Session ID,Wait for Trigger,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,0.07131039997329935,0.07350639998912811,0.07350639998912811,23.35077399999136,space,23.270078200032003,None,,,,,,,FOV1,GS15,01,False,2024-08-02_20h11.17.298,Gratings_vis_devJG_v0.6,2024.1.5,None,2024-08-02 20h11.27.100916 -0400,
0,0,0,0,23.400829199992586,,,,,,,,,23.398670999973547,23.400829199992586,26.398216300003696,28.398519599984866,28.398519599984866,28.38198010000633,FOV1,GS15,01,False,2024-08-02_20h11.17.298,Gratings_vis_devJG_v0.6,2024.1.5,None,2024-08-02 20h11.27.100916 -0400,
1,0,1,0,28.398519599984866,,,,,,,,,28.382168099982664,28.398519599984866,31.398588699987158,33.398687199980486,33.398687199980486,33.38228869996965,FOV1,GS15,01,False,2024-08-02_20h11.17.298,Gratings_vis_devJG_v0.6,2024.1.5,None,2024-08-02 20h11.27.100916 -0400,
2,0,2,0,33.398687199980486,,,,,,,,,33.38247549999505,33.398687199980486,36.398489099985454,38.39851179998368,38.39851179998368,38.38214000000153,FOV1,GS15,01,False,2024-08-02_20h11.17.298,Gratings_vis_devJG_v0.6,2024.1.5,None,2024-08-02 20h11.27.100916 -0400,
3,0,3,0,38.39851179998368,,,,,,,,,38.38232380000409,38.39851179998368,41.398481699987315,43.398481799988076,43.398481799988076,43.38198399997782,FOV1,GS15,01,False,2024-08-02_20h11.17.298,Gratings_vis_devJG_v0.6,2024.1.5,None,2024-08-02 20h11.27.100916 -0400,
4,0,4,0,43.398481799988076,,,,,,,,,43.382161399989855,43.398481799988076,46.39852139999857,48.39840899995761,48.39840899995761,48.38202669995371,FOV1,GS15,01,False,2024-08-02_20h11.17.298,Gratings_vis_devJG_v0.6,2024.1.5,None,2024-08-02 20h11.27.100916 -0400,
5,0,5,0,48.39840899995761,,,,,,,,,48.382414799998514,48.39840899995761,51.39840760000516,53.3984048999846,53.3984048999846,53.382333599962294,FOV1,GS15,01,False,2024-08-02_20h11.17.298,Gratings_vis_devJG_v0.6,2024.1.5,None,2024-08-02 20h11.27.100916 -0400,
6,0,6,0,53.3984048999846,,,,,,,,,53.38251379999565,53.3984048999846,56.39858539996203,58.39834879996488,58.39834879996488,58.383421499980614,FOV1,GS15,01,False,2024-08-02_20h11.17.298,Gratings_vis_devJG_v0.6,2024.1.5,None,2024-08-02 20h11.27.100916 -0400,
7,0,7,0,58.39834879996488,,,,,,,,,58.383604699978605,58.39834879996488,61.3986317999661,63.398366099980194,63.398366099980194,63.382358799979556,FOV1,GS15,01,False,2024-08-02_20h11.17.298,Gratings_vis_devJG_v0.6,2024.1.5,None,2024-08-02 20h11.27.100916 -0400,
8,0,8,0,63.398366099980194,,,,,,,,,63.38256840000395,63.398366099980194,66.39859060000163,68.39837419998366,68.39837419998366,68.3819036000059,FOV1,GS15,01,False,2024-08-02_20h11.17.298,Gratings_vis_devJG_v0.6,2024.1.5,None,2024-08-02 20h11.27.100916 -0400,
9,0,9,0,68.39837419998366,,,,,,,,,68.38208670000313,68.39837419998366,71.3985802999814,73.39830499998061,73.39830499998061,73.38220589997945,FOV1,GS15,01,False,2024-08-02_20h11.17.298,Gratings_vis_devJG_v0.6,2024.1.5,None,2024-08-02 20h11.27.100916 -0400,
10,0,10,0,73.39830499998061,,,,,,,,,73.38238769996678,73.39830499998061,76.39848889998393,78.39823469996918,78.39823469996918,78.38184990000445,FOV1,GS15,01,False,2024-08-02_20h11.17.298,Gratings_vis_devJG_v0.6,2024.1.5,None,2024-08-02 20h11.27.100916 -0400,
11,0,11,0,78.39823469996918,,,,,,,,,78.38202869996894,78.39823469996918,81.39849229995161,83.39845029998105,83.39845029998105,83.38244099996518,FOV1,GS15,01,False,2024-08-02_20h11.17.298,Gratings_vis_devJG_v0.6,2024.1.5,None,2024-08-02 20h11.27.100916 -0400,
12,0,12,0,83.39845029998105,,,,,,,,,83.38261779997265,83.39845029998105,86.3984392999555,88.39824720000615,88.39824720000615,88.3821335999528,FOV1,GS15,01,False,2024-08-02_20h11.17.298,Gratings_vis_devJG_v0.6,2024.1.5,None,2024-08-02 20h11.27.100916 -0400,
13,0,13,0,88.39824720000615,,,,,,,,,88.38232059997972,88.39824720000615,91.39844169997377,93.3983031999669,93.3983031999669,93.38180169998668,FOV1,GS15,01,False,2024-08-02_20h11.17.298,Gratings_vis_devJG_v0.6,2024.1.5,None,2024-08-02 20h11.27.100916 -0400,
14,0,14,0,93.3983031999669,,,,,,,,,93.38200649997452,93.3983031999669,96.3983859999571,98.39825319999363,98.39825319999363,98.38229669997236,FOV1,GS15,01,False,2024-08-02_20h11.17.298,Gratings_vis_devJG_v0.6,2024.1.5,None,2024-08-02 20h11.27.100916 -0400,
15,0,15,0,98.39825319999363,,,,,,,,,98.38248609995935,98.39825319999363,101.39834809995955,103.39815699995961,103.39815699995961,103.38171309995232,FOV1,GS15,01,False,2024-08-02_20h11.17.298,Gratings_vis_devJG_v0.6,2024.1.5,None,2024-08-02 20h11.27.100916 -0400,
16,0,16,0,103.39815699995961,,,,,,,,,103.38190019998001,103.39815699995961,106.39830080000684,108.39811639999971,108.39811639999971,108.38224779994925,FOV1,GS15,01,False,2024-08-02_20h11.17.298,Gratings_vis_devJG_v0.6,2024.1.5,None,2024-08-02 20h11.27.100916 -0400,
17,0,17,0,108.39811639999971,,,,,,,,,108.38284549996024,108.39811639999971,111.39846349996515,113.39807619998464,113.39807619998464,113.3820049999631,FOV1,GS15,01,False,2024-08-02_20h11.17.298,Gratings_vis_devJG_v0.6,2024.1.5,None,2024-08-02 20h11.27.100916 -0400,
18,0,18,0,113.39807619998464,,,,,,,,,113.38218939997023,113.39807619998464,116.39828879997367,118.39813679998042,118.39813679998042,118.3815992999589,FOV1,GS15,01,False,2024-08-02_20h11.17.298,Gratings_vis_devJG_v0.6,2024.1.5,None,2024-08-02 20h11.27.100916 -0400,
19,0,19,0,118.39813679998042,,,,,,,,,118.38177219999488,118.39813679998042,121.39828229998238,123.39801730000181,123.39801730000181,123.38190399995074,FOV1,GS15,01,False,2024-08-02_20h11.17.298,Gratings_vis_devJG_v0.6,2024.1.5,None,2024-08-02 20h11.27.100916 -0400,
20,0,20,0,123.39801730000181,,,,,,,,,123.38207649998367,123.39801730000181,126.39822239999194,128.39801309996983,128.39801309996983,128.3815630999743,FOV1,GS15,01,False,2024-08-02_20h11.17.298,Gratings_vis_devJG_v0.6,2024.1.5,None,2024-08-02 20h11.27.100916 -0400,
21,0,21,0,128.39801309996983,,,,,,,,,128.38174719997915,128.39801309996983,131.3982995999977,133.39798089995747,133.39798089995747,133.38193089998094,FOV1,GS15,01,False,2024-08-02_20h11.17.298,Gratings_vis_devJG_v0.6,2024.1.5,None,2024-08-02 20h11.27.100916 -0400,
22,0,22,0,133.39798089995747,,,,,,,,,133.38210919999983,133.39798089995747,136.3998517,138.3984530000016,138.3984530000016,138.3817821999546,FOV1,GS15,01,False,2024-08-02_20h11.17.298,Gratings_vis_devJG_v0.6,2024.1.5,None,2024-08-02 20h11.27.100916 -0400,
23,0,23,0,138.3984530000016,,,,,,,,,138.38195779995294,138.3984530000016,141.39978839998366,143.3984700999572,143.3984700999572,143.38152579998132,FOV1,GS15,01,False,2024-08-02_20h11.17.298,Gratings_vis_devJG_v0.6,2024.1.5,None,2024-08-02 20h11.27.100916 -0400,
24,0,24,0,143.3984700999572,,,,,,,,,143.38170159998117,143.3984700999572,146.39987439999823,148.39887699997053,148.39887699997053,148.383099699975,FOV1,GS15,01,False,2024-08-02_20h11.17.298,Gratings_vis_devJG_v0.6,2024.1.5,None,2024-08-02 20h11.27.100916 -0400,
25,0,25,0,148.39887699997053,,,,,,,,,148.38328279997222,148.39887699997053,151.39825729996664,153.3993429999682,153.3993429999682,153.38274189998629,FOV1,GS15,01,False,2024-08-02_20h11.17.298,Gratings_vis_devJG_v0.6,2024.1.5,None,2024-08-02 20h11.27.100916 -0400,
26,0,26,0,153.3993429999682,,,,,,,,,153.38292209996143,153.3993429999682,156.39812399999937,158.3978612999781,158.3978612999781,158.38145169999916,FOV1,GS15,01,False,2024-08-02_20h11.17.298,Gratings_vis_devJG_v0.6,2024.1.5,None,2024-08-02 20h11.27.100916 -0400,
27,0,27,0,158.3978612999781,,,,,,,,,158.381629099953,158.3978612999781,161.39804279996315,163.3996715999674,163.3996715999674,163.38142659998266,FOV1,GS15,01,False,2024-08-02_20h11.17.298,Gratings_vis_devJG_v0.6,2024.1.5,None,2024-08-02 20h11.27.100916 -0400,
28,0,28,0,163.3996715999674,,,,,,,,,163.38160429999698,163.3996715999674,166.39802959997905,168.39953429996967,168.39953429996967,168.3814083999605,FOV1,GS15,01,False,2024-08-02_20h11.17.298,Gratings_vis_devJG_v0.6,2024.1.5,None,2024-08-02 20h11.27.100916 -0400,
29,0,29,0,168.39953429996967,,,,,,,,,168.38159999996424,168.39953429996967,171.39842369995313,173.39776540000457,173.39776540000457,173.38170529995114,FOV1,GS15,01,False,2024-08-02_20h11.17.298,Gratings_vis_devJG_v0.6,2024.1.5,None,2024-08-02 20h11.27.100916 -0400,
30,0,30,0,173.39776540000457,,,,,,,,,173.3819296999718,173.39776540000457,176.39796939998632,178.39773859997513,178.39773859997513,178.38129019999178,FOV1,GS15,01,False,2024-08-02_20h11.17.298,Gratings_vis_devJG_v0.6,2024.1.5,None,2024-08-02 20h11.27.100916 -0400,
31,0,31,0,178.39773859997513,,,,,,,,,178.38147530000424,178.39773859997513,181.39810130000114,183.39772569999332,183.39772569999332,183.38179689995013,FOV1,GS15,01,False,2024-08-02_20h11.17.298,Gratings_vis_devJG_v0.6,2024.1.5,None,2024-08-02 20h11.27.100916 -0400,
32,0,32,0,183.39772569999332,,,,,,,,,183.3819829999702,183.39772569999332,186.39805979997618,188.39772579999408,188.39772579999408,188.38168769999174,FOV1,GS15,01,False,2024-08-02_20h11.17.298,Gratings_vis_devJG_v0.6,2024.1.5,None,2024-08-02 20h11.27.100916 -0400,
