trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,nidaqTrigger.started,text_waiting_message.started,key_resp.started,nidaqTrigger.stopped,key_resp.keys,key_resp.rt,key_resp.duration,display_gratings.started,stim_grayScreen.started,stim_grating.started,stim_grayScreen.stopped,stim_grating.stopped,display_gratings.stopped,Protocol ID,Subject ID,Session ID,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,0.07564049999928102,0.07857909999438561,0.07857909999438561,1.43545359998825,space,1.3267416000016965,None,,,,,,,devSB,01,03,2024-07-25_17h09.23.505,Gratings_vis_devJG_v0.6,2024.1.5,None,2024-07-25 17h10.22.794180 -0400,
0,0,0,0,1.4379765999910887,,,,,,,,,1.4358492999745067,1.4379765999910887,4.438830899976892,6.438075899990508,6.438075899990508,6.424220299988519,devSB,01,03,2024-07-25_17h09.23.505,Gratings_vis_devJG_v0.6,2024.1.5,None,2024-07-25 17h10.22.794180 -0400,
1,0,1,0,6.438075899990508,,,,,,,,,6.424333399976604,6.438075899990508,9.439145099982852,11.438282599992817,11.438282599992817,11.42465989998891,devSB,01,03,2024-07-25_17h09.23.505,Gratings_vis_devJG_v0.6,2024.1.5,None,2024-07-25 17h10.22.794180 -0400,
2,0,2,0,11.438282599992817,,,,,,,,,11.424773799983086,11.438282599992817,14.439587899978505,16.454249499976868,16.454249499976868,16.42460050000227,devSB,01,03,2024-07-25_17h09.23.505,Gratings_vis_devJG_v0.6,2024.1.5,None,2024-07-25 17h10.22.794180 -0400,
