trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,nidaqTrigger.started,text_waiting_message.started,key_resp.started,nidaqTrigger.stopped,key_resp.keys,key_resp.rt,key_resp.duration,display_gratings.started,stim_grayScreen.started,stim_grating.started,stim_grayScreen.stopped,stim_grating.stopped,display_gratings.stopped,Protocol ID,Subject ID,Session ID,Wait for Trigger,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,0.0704668999533169,0.07297419995302334,0.07297419995302334,24.993203999998514,space,24.884662900003605,None,,,,,,,FOV1,GS12,01,False,2024-08-03_18h25.27.049,Gratings_vis_devJG_v0.6,2024.1.5,None,2024-08-03 18h25.39.115372 -0400,
0,0,0,0,25.58506379998289,,,,,,,,,25.583579399972223,25.58506379998289,28.58233049995033,30.582809199986514,30.582809199986514,30.566294899967033,FOV1,GS12,01,False,2024-08-03_18h25.27.049,Gratings_vis_devJG_v0.6,2024.1.5,None,2024-08-03 18h25.39.115372 -0400,
1,0,1,0,30.582809199986514,,,,,,,,,30.566484199953265,30.582809199986514,33.58291769999778,35.582717399985995,35.582717399985995,35.56626819999656,FOV1,GS12,01,False,2024-08-03_18h25.27.049,Gratings_vis_devJG_v0.6,2024.1.5,None,2024-08-03 18h25.39.115372 -0400,
2,0,2,0,35.582717399985995,,,,,,,,,35.56645240000216,35.582717399985995,38.582860499969684,40.5826394999749,40.5826394999749,40.566194299957715,FOV1,GS12,01,False,2024-08-03_18h25.27.049,Gratings_vis_devJG_v0.6,2024.1.5,None,2024-08-03 18h25.39.115372 -0400,
3,0,3,0,40.5826394999749,,,,,,,,,40.566368699946906,40.5826394999749,43.58286169997882,45.58262719999766,45.58262719999766,45.56619250000222,FOV1,GS12,01,False,2024-08-03_18h25.27.049,Gratings_vis_devJG_v0.6,2024.1.5,None,2024-08-03 18h25.39.115372 -0400,
4,0,4,0,45.58262719999766,,,,,,,,,45.56636699999217,45.58262719999766,48.582839099981356,50.58259279996855,50.58259279996855,50.566157799970824,FOV1,GS12,01,False,2024-08-03_18h25.27.049,Gratings_vis_devJG_v0.6,2024.1.5,None,2024-08-03 18h25.39.115372 -0400,
5,0,5,0,50.58259279996855,,,,,,,,,50.566349699976854,50.58259279996855,53.583225399954244,55.58268989995122,55.58268989995122,55.566638199961744,FOV1,GS12,01,False,2024-08-03_18h25.27.049,Gratings_vis_devJG_v0.6,2024.1.5,None,2024-08-03 18h25.39.115372 -0400,
6,0,6,0,55.58268989995122,,,,,,,,,55.567014599975664,55.58268989995122,58.58315829996718,60.58261009998387,60.58261009998387,60.5665474999696,FOV1,GS12,01,False,2024-08-03_18h25.27.049,Gratings_vis_devJG_v0.6,2024.1.5,None,2024-08-03 18h25.39.115372 -0400,
7,0,7,0,60.58261009998387,,,,,,,,,60.56672599999001,60.58261009998387,63.58277179999277,65.58251149998978,65.58251149998978,65.56609859998571,FOV1,GS12,01,False,2024-08-03_18h25.27.049,Gratings_vis_devJG_v0.6,2024.1.5,None,2024-08-03 18h25.39.115372 -0400,
8,0,8,0,65.58251149998978,,,,,,,,,65.56628879997879,65.58251149998978,68.58266779995756,70.58268829999724,70.58268829999724,70.56641759997001,FOV1,GS12,01,False,2024-08-03_18h25.27.049,Gratings_vis_devJG_v0.6,2024.1.5,None,2024-08-03 18h25.39.115372 -0400,
9,0,9,0,70.58268829999724,,,,,,,,,70.56659089995082,70.58268829999724,73.58273339999141,75.5829121999559,75.5829121999559,75.5661200999748,FOV1,GS12,01,False,2024-08-03_18h25.27.049,Gratings_vis_devJG_v0.6,2024.1.5,None,2024-08-03 18h25.39.115372 -0400,
10,0,10,0,75.5829121999559,,,,,,,,,75.56630049995147,75.5829121999559,78.58265779999783,80.582863299991,80.582863299991,80.56599679996725,FOV1,GS12,01,False,2024-08-03_18h25.27.049,Gratings_vis_devJG_v0.6,2024.1.5,None,2024-08-03 18h25.39.115372 -0400,
11,0,11,0,80.582863299991,,,,,,,,,80.56617239996558,80.582863299991,83.5826438999502,85.5824816999957,85.5824816999957,85.5663324999623,FOV1,GS12,01,False,2024-08-03_18h25.27.049,Gratings_vis_devJG_v0.6,2024.1.5,None,2024-08-03 18h25.39.115372 -0400,
12,0,12,0,85.5824816999957,,,,,,,,,85.56654739996884,85.5824816999957,88.58254639996449,90.58234219998121,90.58234219998121,90.5659368999768,FOV1,GS12,01,False,2024-08-03_18h25.27.049,Gratings_vis_devJG_v0.6,2024.1.5,None,2024-08-03 18h25.39.115372 -0400,
