trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,nidaqTrigger.started,text_waiting_message.started,key_resp.started,nidaqTrigger.stopped,key_resp.keys,key_resp.rt,key_resp.duration,display_gratings.started,stim_grayScreen.started,stim_grating.started,display_gratings.stopped,Protocol ID,Subject ID,Session ID,Wait for Trigger,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,0.007445600000210106,0.015374400012660772,0.015374400012660772,25.134969600010663,space,25.106261099979747,None,,,,,FOV2,GS17,01,False,2024-08-03_19h58.01.893,Gratings_vis_devJG_v0.6,2024.1.5,None,2024-08-03 19h58.16.582792 -0400,
0,0,0,0,25.249586199992336,,,,,,,,,25.175278700015042,25.249586199992336,28.18179240002064,30.182139799988363,FOV2,GS17,01,False,2024-08-03_19h58.01.893,Gratings_vis_devJG_v0.6,2024.1.5,None,2024-08-03 19h58.16.582792 -0400,
1,0,1,0,30.198689199984074,,,,,,,,,30.182343799970113,30.198689199984074,33.18228409998119,35.18220639997162,FOV2,GS17,01,False,2024-08-03_19h58.01.893,Gratings_vis_devJG_v0.6,2024.1.5,None,2024-08-03 19h58.16.582792 -0400,
2,0,2,0,35.19889260001946,,,,,,,,,35.18239959998755,35.19889260001946,38.18223899998702,40.18220649997238,FOV2,GS17,01,False,2024-08-03_19h58.01.893,Gratings_vis_devJG_v0.6,2024.1.5,None,2024-08-03 19h58.16.582792 -0400,
3,0,3,0,40.1988272999879,,,,,,,,,40.182402900012676,40.1988272999879,43.18231800000649,45.1821383999777,FOV2,GS17,01,False,2024-08-03_19h58.01.893,Gratings_vis_devJG_v0.6,2024.1.5,None,2024-08-03 19h58.16.582792 -0400,
4,0,4,0,45.19878759997664,,,,,,,,,45.182361499988474,45.19878759997664,48.182198200025596,50.18210510001518,FOV2,GS17,01,False,2024-08-03_19h58.01.893,Gratings_vis_devJG_v0.6,2024.1.5,None,2024-08-03 19h58.16.582792 -0400,
5,0,5,0,50.19874149997486,,,,,,,,,50.18229660001816,50.19874149997486,53.18216309999116,55.18207129999064,FOV2,GS17,01,False,2024-08-03_19h58.01.893,Gratings_vis_devJG_v0.6,2024.1.5,None,2024-08-03 19h58.16.582792 -0400,
6,0,6,0,55.19872869999381,,,,,,,,,55.182279800006654,55.19872869999381,58.18202309997287,60.18206459999783,FOV2,GS17,01,False,2024-08-03_19h58.01.893,Gratings_vis_devJG_v0.6,2024.1.5,None,2024-08-03 19h58.16.582792 -0400,
7,0,7,0,60.1986863000202,,,,,,,,,60.18228180002188,60.1986863000202,63.18220500001917,65.18202750000637,FOV2,GS17,01,False,2024-08-03_19h58.01.893,Gratings_vis_devJG_v0.6,2024.1.5,None,2024-08-03 19h58.16.582792 -0400,
8,0,8,0,65.19867610000074,,,,,,,,,65.18221880000783,65.19867610000074,68.18217619997449,70.1820070000249,FOV2,GS17,01,False,2024-08-03_19h58.01.893,Gratings_vis_devJG_v0.6,2024.1.5,None,2024-08-03 19h58.16.582792 -0400,
9,0,9,0,70.19864349998534,,,,,,,,,70.1822031000047,70.19864349998534,73.18218950001756,75.18202579999343,FOV2,GS17,01,False,2024-08-03_19h58.01.893,Gratings_vis_devJG_v0.6,2024.1.5,None,2024-08-03 19h58.16.582792 -0400,
10,0,10,0,75.19864060002146,,,,,,,,,75.18222439999226,75.19864060002146,78.18230430001859,80.18206299998565,FOV2,GS17,01,False,2024-08-03_19h58.01.893,Gratings_vis_devJG_v0.6,2024.1.5,None,2024-08-03 19h58.16.582792 -0400,
11,0,11,0,80.19869150000159,,,,,,,,,80.182257700013,80.19869150000159,83.18215349997627,85.18199409998488,FOV2,GS17,01,False,2024-08-03_19h58.01.893,Gratings_vis_devJG_v0.6,2024.1.5,None,2024-08-03 19h58.16.582792 -0400,
12,0,12,0,85.19858570001088,,,,,,,,,85.18217829999048,85.19858570001088,88.18212429998675,90.18197400000645,FOV2,GS17,01,False,2024-08-03_19h58.01.893,Gratings_vis_devJG_v0.6,2024.1.5,None,2024-08-03 19h58.16.582792 -0400,
13,0,13,0,90.19860469998093,,,,,,,,,90.1822079999838,90.19860469998093,93.18210729997372,95.18193449999671,FOV2,GS17,01,False,2024-08-03_19h58.01.893,Gratings_vis_devJG_v0.6,2024.1.5,None,2024-08-03 19h58.16.582792 -0400,
14,0,14,0,95.19854670000495,,,,,,,,,95.18215479998617,95.19854670000495,98.18204300000798,100.18188069999451,FOV2,GS17,01,False,2024-08-03_19h58.01.893,Gratings_vis_devJG_v0.6,2024.1.5,None,2024-08-03 19h58.16.582792 -0400,
15,0,15,0,100.19869220000692,,,,,,,,,100.18209140002728,100.19869220000692,103.1823771999916,105.18205290002516,FOV2,GS17,01,False,2024-08-03_19h58.01.893,Gratings_vis_devJG_v0.6,2024.1.5,None,2024-08-03 19h58.16.582792 -0400,
16,0,16,0,105.19856679998338,,,,,,,,,105.18224300001748,105.19856679998338,108.18216869997559,110.18187420000322,FOV2,GS17,01,False,2024-08-03_19h58.01.893,Gratings_vis_devJG_v0.6,2024.1.5,None,2024-08-03 19h58.16.582792 -0400,
17,0,17,0,110.19848490000004,,,,,,,,,110.18206249998184,110.19848490000004,113.18198890000349,115.18185320001794,FOV2,GS17,01,False,2024-08-03_19h58.01.893,Gratings_vis_devJG_v0.6,2024.1.5,None,2024-08-03 19h58.16.582792 -0400,
18,0,18,0,115.19853019999573,,,,,,,,,115.18204769998556,115.19853019999573,118.18234120000852,120.18180409999331,FOV2,GS17,01,False,2024-08-03_19h58.01.893,Gratings_vis_devJG_v0.6,2024.1.5,None,2024-08-03 19h58.16.582792 -0400,
19,0,19,0,120.19841289997566,,,,,,,,,120.18202659999952,120.19841289997566,123.1820087999804,125.18186020001303,FOV2,GS17,01,False,2024-08-03_19h58.01.893,Gratings_vis_devJG_v0.6,2024.1.5,None,2024-08-03 19h58.16.582792 -0400,
20,0,20,0,125.19842380000046,,,,,,,,,125.1820475999848,125.19842380000046,128.18202309997287,130.1818183999858,FOV2,GS17,01,False,2024-08-03_19h58.01.893,Gratings_vis_devJG_v0.6,2024.1.5,None,2024-08-03 19h58.16.582792 -0400,
