thisRow.t,notes,trial2.started,vertical_bar.started,trial2.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,0.017185799952130765,0.031563299999106675,5.0140905999578536,888597,001,2024-11-05_21h09.15.465,Bar_vis_stim_devSB_v0.1,2024.1.5,None,2024-11-05 21h09.18.053900 -0500,
