thisRow.t,notes,trial.started,bar_stim.started,trial.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,0.016907099983654916,0.035297099966555834,5.016357199987397,833690,001,2024-11-05_16h06.36.528,Bar_vis_stim_devSB_v0.1,2024.1.5,None,2024-11-05 16h06.39.591222 -0500,
