thisRow.t,notes,Hor_Mov_Down.started,move_down.started,gray_screen_3.started,move_down.stopped,Hor_Mov_Down.stopped,Hor_Move_Up.started,move_up.started,gray_screen_4.started,move_up.stopped,gray_screen_4.stopped,Hor_Move_Up.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,0.019426000013481826,0.02967230000649579,13.415119900018908,13.431940100010252,23.400381400017068,,,,,,,073239,001,2024-11-19_16h24.41.130,Bar_vis_stim_devSB_v0.1,2024.1.5,None,2024-11-19 16h24.44.938287 -0500,
,,,,,,,23.400392200011993,23.415642900014063,36.799709600018105,36.81626900000265,46.80020640001749,46.78522280001198,073239,001,2024-11-19_16h24.41.130,Bar_vis_stim_devSB_v0.1,2024.1.5,None,2024-11-19 16h24.44.938287 -0500,
