thisRow.t,notes,horizontal_movement1.started,horizontal_right.started,gray_screen.started,horizontal_right.stopped,gray_screen.stopped,horizontal_movement1.stopped,horizontal_movement2.started,horlef.started,horlef.stopped,horizontal_movement2.stopped,vertical_movement.started,vertical_down.started,vertical_down.stopped,gray_screen_2.started,gray_screen_2.stopped,vertical_up.started,vertical_up.stopped,vertical_movement.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,0.003283799975179136,0.018188699963502586,20.003500599996187,20.020321399904788,23.003491599927656,22.988906999933533,,,,,,,,,,,,,014183,001,2024-11-11_11h07.48.731,Bar_vis_stim_devSB_v0.1,2024.1.5,None,2024-11-11 11h07.51.527148 -0500,
,,,,,,,,22.98892159992829,23.003491599927656,43.00464940001257,42.990378199960105,,,,,,,,,014183,001,2024-11-11_11h07.48.731,Bar_vis_stim_devSB_v0.1,2024.1.5,None,2024-11-11 11h07.51.527148 -0500,
,,,,,,,,,,,,42.990388899925165,43.00464940001257,56.40551349997986,56.40551349997986,59.40552639996167,59.40552639996167,72.8063890999183,72.79204969992861,014183,001,2024-11-11_11h07.48.731,Bar_vis_stim_devSB_v0.1,2024.1.5,None,2024-11-11 11h07.51.527148 -0500,
