thisRow.t,notes,checkerboard_mask.started,grating.started,checkerboard_mask.stopped,horizontal_movement1.started,horizontal_right.started,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,0.011397300055250525,0.034301700070500374,10.013513799989596,,,128037,001,2024-11-13_12h49.45.156,Bar_vis_stim_devSB_v0.1,2024.1.5,None,2024-11-13 12h49.48.161157 -0500,
,,,,,10.01352889998816,,,,,,,,,
