thisRow.t,notes,checkerboard_mask.started,grating.started,checkerboard_mask.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,0.024426799966022372,0.05420600000070408,5.0029078999650665,924517,001,2024-11-05_22h44.00.520,Bar_vis_stim_devSB_v0.1,2024.1.5,None,2024-11-05 22h44.03.208975 -0500,
