thisRow.t,notes,trial2.started,vertical_bar.started,trial2.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,0.01955130003625527,0.03598990000318736,5.0016818000003695,466823,001,2024-11-05_21h11.26.680,Bar_vis_stim_devSB_v0.1,2024.1.5,None,2024-11-05 21h11.29.729497 -0500,
