thisRow.t,notes,trial.started,polygon.started,trial.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,0.0062420000322163105,0.03510049998294562,5.01316550001502,605470,001,2024-11-05_19h39.16.602,Bar_vis_stim_devSB_v0.1,2024.1.5,None,2024-11-05 19h39.20.589279 -0500,
