thisRow.t,notes,checkerboard_mask.started,grating.started,checkerboard_mask.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,0.017020199971739203,0.03231229999801144,5.01495599996997,077451,001,2024-11-05_22h42.29.446,Bar_vis_stim_devSB_v0.1,2024.1.5,None,2024-11-05 22h42.32.285384 -0500,
