thisRow.t,notes,trial.started,polygon.started,trial.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,0.024677300010807812,0.041388000012375414,5.004984300001524,397930,001,2024-11-05_19h25.28.009,Bar_vis_stim_devSB_v0.1,2024.1.5,None,2024-11-05 19h25.31.439436 -0500,
