thisRow.t,notes,trial.started,polygon.started,trial.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,0.006841700000222772,0.023795000044628978,5.0077204999979585,590099,001,2024-11-05_19h34.04.317,Bar_vis_stim_devSB_v0.1,2024.1.5,None,2024-11-05 19h34.07.363075 -0500,
