trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,checkerboard_mask.started,white_check.started,black_check_2.started,white_check.stopped,black_check_2.stopped,white_check_2.started,white_check_2.stopped,black_check_3.started,black_check_3.stopped,white_check_3.started,black_check_4.started,white_check_3.stopped,black_check_4.stopped,white_check_4.started,checkerboard_mask.stopped,white_check_4.stopped,black_check_5.started,black_check_5.stopped,white_check_5.started,white_check_5.stopped,black_check_6.started,black_check_6.stopped,checkerboard_mask_2.started,black_check.started,black_check.stopped,checkerboard_mask_2.stopped,horizontal_movement2.started,horlef.started,horlef.stopped,horizontal_movement2.stopped,vertical_movement.started,vertical_down.started,vertical_down.stopped,gray_screen_2.started,gray_screen_2.stopped,vertical_up.started,vertical_up.stopped,vertical_movement.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,,,990.0019190000603,,989.9889284000965,990.0019190000603,991.0023322000634,991.0023322000634,992.0028048000531,992.0028048000531,993.0022688000463,993.0022688000463,994.0024075000547,994.0024075000547,995.0026047000429,995.0026047000429,996.0024823000422,996.0024823000422,999.9891891001025,997.0022597000934,997.0022597000934,998.0026991000632,998.0026991000632,999.0024240000639,999.0024240000639,1000.0024112000829,999.9892321000807,1000.0024112000829,1020.0041807000525,1019.9895015000366,,,,,,,,,,,,,128037,001,2024-11-13_18h16.32.639,Bar_vis_stim_devSB_v0.1,2024.1.5,None,2024-11-13 18h16.35.591629 -0500,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1019.9895423999988,1020.0041807000525,1040.0047120000236,1039.990413899999,,,,,,,,,128037,001,2024-11-13_18h16.32.639,Bar_vis_stim_devSB_v0.1,2024.1.5,None,2024-11-13 18h16.35.591629 -0500,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1039.9904277999885,1040.0047120000236,1053.405024100095,1053.405024100095,1056.4053754000925,1056.4053754000925,1069.8062636000104,1069.7921166000888,128037,001,2024-11-13_18h16.32.639,Bar_vis_stim_devSB_v0.1,2024.1.5,None,2024-11-13 18h16.35.591629 -0500,
