thisRow.t,notes,trial.started,vert_bar.started,trial.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,0.030664500023704022,0.056562400015536696,5.006462700024713,302834,001,2024-11-05_19h57.22.412,Bar_vis_stim_devSB_v0.1,2024.1.5,None,2024-11-05 19h57.25.293977 -0500,
