thisRow.t,notes,trial2.started,vertical_bar.started,trial2.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,0.030198799970094115,0.04158819996519014,5.00942610000493,032769,001,2024-11-05_21h05.15.342,Bar_vis_stim_devSB_v0.1,2024.1.5,None,2024-11-05 21h05.18.054966 -0500,
