thisRow.t,notes,trial.started,polygon.started,trial.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,0.027573800005484372,0.04103490000125021,5.009164699993562,253204,001,2024-11-05_19h35.34.594,Bar_vis_stim_devSB_v0.1,2024.1.5,None,2024-11-05 19h35.37.485445 -0500,
