thisRow.t,notes,trial2.started,vertical_bar.started,trial2.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,0.026008499960880727,0.036877599952276796,5.003520299971569,256185,001,2024-11-05_21h12.12.968,Bar_vis_stim_devSB_v0.1,2024.1.5,None,2024-11-05 21h12.16.969322 -0500,
