thisRow.t,notes,trial.started,bar_stim.started,trial.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,0.026264999993145466,0.06967820000136271,5.003081600007135,000718,001,2024-11-05_16h07.09.982,Bar_vis_stim_devSB_v0.1,2024.1.5,None,2024-11-05 16h07.12.648866 -0500,
