thisRow.t,notes,checkerboard_mask.started,grating.started,checkerboard_mask.stopped,horizontal_movement2.started,horlef.started,horizontal_movement2.stopped,vertical_movement.started,vertical_down.started,gray_screen_2.started,vertical_down.stopped,gray_screen_2.stopped,vertical_up.started,vertical_up.stopped,vertical_movement.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,0.01952480000909418,0.03354760003276169,10.015627600019798,,,,,,,,,,,,128037,001,2024-11-13_13h13.58.807,Bar_vis_stim_devSB_v0.1,2024.1.5,None,2024-11-13 13h14.01.685546 -0500,
,,,,,10.01563849998638,10.030925999977626,30.00142800004687,,,,,,,,,128037,001,2024-11-13_13h13.58.807,Bar_vis_stim_devSB_v0.1,2024.1.5,None,2024-11-13 13h14.01.685546 -0500,
,,,,,,,,30.00144280004315,30.015545499976724,43.40070929995272,43.41620800003875,46.39982169994619,46.39982169994619,59.800591700011864,59.78565450001042,128037,001,2024-11-13_13h13.58.807,Bar_vis_stim_devSB_v0.1,2024.1.5,None,2024-11-13 13h14.01.685546 -0500,
