thisRow.t,notes,checkerboard_mask.started,grating.started,checkerboard_mask.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,0.02783019997878,0.04127729998435825,5.0061388000031,130705,001,2024-11-05_22h43.07.656,Bar_vis_stim_devSB_v0.1,2024.1.5,None,2024-11-05 22h43.10.572909 -0500,
