thisRow.t,notes,trial.started,polygon.started,trial.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,0.006759599957149476,0.03239659999962896,5.012006999982987,330450,001,2024-11-05_19h37.42.744,Bar_vis_stim_devSB_v0.1,2024.1.5,None,2024-11-05 19h37.44.984627 -0500,
