thisRow.t,notes,trial2.started,vertical_bar.started,trial2.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,0.023448599968105555,0.03556109999772161,5.003376999986358,688839,001,2024-11-05_21h10.34.361,Bar_vis_stim_devSB_v0.1,2024.1.5,None,2024-11-05 21h10.36.911138 -0500,
