3.3101 	INFO 	Loaded monitor calibration from ['2024_06_27 19:13']
3.3115 	WARNING 	Requested an unavailable screen number - using first available.
3.3907 	EXP 	Created window1 = Window(allowGUI=True, allowStencil=False, autoLog=True, backendConf=UNKNOWN, backgroundFit=<method-wrapper '__getattribute__' of attributeSetter object at 0x000002151BDFEFA0>, backgroundImage=<method-wrapper '__getattribute__' of attributeSetter object at 0x000002151BDFEF40>, bitsMode=UNKNOWN, blendMode='avg', bpc=(8, 8, 8), color=array([0, 0, 0]), colorSpace='rgb', depthBits=8, fullscr=<method-wrapper '__getattribute__' of attributeSetter object at 0x000002151BDFED90>, gamma=None, gammaErrorPolicy='raise', infoMsg=UNKNOWN, lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor object at 0x000002151EEC6A00>, multiSample=False, name='window1', numSamples=2, pos=[1520.0, 780.0], screen=1, size=array([800, 600]), stencilBits=0, stereo=False, title='PsychoPy', units='height', useFBO=True, useRetina=False, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType='pyglet')
3.3908 	EXP 	window1: backgroundImage = ''
3.3908 	EXP 	window1: backgroundFit = 'none'
3.3909 	EXP 	window1: mouseVisible = <method-wrapper '__getattribute__' of attributeSetter object at 0x000002151BE06100>
3.3910 	EXP 	window1: mouseVisible = <method-wrapper '__getattribute__' of attributeSetter object at 0x000002151BE06100>
3.3920 	EXP 	window1: mouseVisible = <method-wrapper '__getattribute__' of attributeSetter object at 0x000002151BE06100>
3.3923 	EXP 	window1: mouseVisible = <method-wrapper '__getattribute__' of attributeSetter object at 0x000002151BE06100>
3.3950 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
3.3957 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
3.3964 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
3.3972 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
3.3980 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
3.3985 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
3.3993 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
3.4002 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
3.4006 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
3.4011 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
3.4018 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
3.4025 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
3.4032 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
3.4040 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
3.4046 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
3.4053 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
3.4060 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
3.4065 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
3.4071 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
3.4079 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
3.4084 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
3.4086 	DEBUG 	Uploading Texture Font fontname to graphics card
3.4096 	DEBUG 	Upload of Texture Font fontname complete
3.4105 	EXP 	window1: mouseVisible = <method-wrapper '__getattribute__' of attributeSetter object at 0x000002151BE06100>
3.4106 	EXP 	window1: mouseVisible = <method-wrapper '__getattribute__' of attributeSetter object at 0x000002151BE06100>
3.4109 	EXP 	window1: mouseVisible = <method-wrapper '__getattribute__' of attributeSetter object at 0x000002151BE06100>
3.4112 	EXP 	window1: mouseVisible = <method-wrapper '__getattribute__' of attributeSetter object at 0x000002151BE06100>
3.4134 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
3.4143 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
3.4151 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
3.4153 	DEBUG 	Uploading Texture Font fontname to graphics card
3.4158 	DEBUG 	Upload of Texture Font fontname complete
3.4169 	EXP 	window1: Attempting to measure frame rate of screen (1) ...
3.4169 	EXP 	window1: recordFrameIntervals = False
3.5738 	EXP 	window1: recordFrameIntervals = True
3.7897 	EXP 	Screen (1) actual frame rate measured at 59.52Hz
3.7898 	EXP 	window1: recordFrameIntervals = False
3.7898 	EXP 	window1: mouseVisible = True
3.7902 	EXP 	window1: mouseVisible = True
3.7904 	EXP 	window1: mouseVisible = True
3.7910 	EXP 	window1: mouseVisible = True
3.7915 	EXP 	window1: mouseVisible = True
3.7945 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
3.7952 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
3.7961 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
3.7972 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
3.7983 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
3.7992 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
3.7998 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
3.8006 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
3.8014 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
3.8021 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
3.8023 	DEBUG 	Uploading Texture Font fontname to graphics card
3.8026 	DEBUG 	Upload of Texture Font fontname complete
3.8037 	EXP 	window1: mouseVisible = True
3.8038 	EXP 	window1: mouseVisible = True
3.8041 	EXP 	window1: mouseVisible = True
3.8044 	EXP 	window1: mouseVisible = True
3.8151 	WARNING 	launchHubServer: If using the iohub mouse or eyetracker devices, fullScr should be True.
5.0553 	INFO 	keyboard.Keyboard is using iohub backend.
5.0553 	EXP 	Bar_vis_stim_devSB_v0.1: status = STARTED
5.0554 	EXP 	window1: mouseVisible = True
5.0567 	EXP 	Created white_check = GratingStim(__class__=<class 'psychopy.visual.grating.GratingStim'>, anchor='center', autoDraw=False, autoLog=True, blendmode='avg', color=array([-1., -1., -1.]), colorSpace='rgb', contrast=1.0, depth=-1.0, draggable=False, interpolate=True, mask=None, maskParams=None, name='white_check', opacity=1.0, ori=0.0, phase=array([0., 0.]), pos=array([0., 0.]), rgbPedestal=array([0., 0., 0.]), sf=array([1., 1.]), size=array([0.2, 1. ]), tex=ndarray(...), texRes=128.0, units='height', win=Window(...))
5.0568 	EXP 	window1: mouseVisible = True
5.0578 	EXP 	Created black_check_2 = GratingStim(__class__=<class 'psychopy.visual.grating.GratingStim'>, anchor='center', autoDraw=False, autoLog=True, blendmode='avg', color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-2.0, draggable=False, interpolate=True, mask=None, maskParams=None, name='black_check_2', opacity=1.0, ori=0.0, phase=array([0., 0.]), pos=array([0., 0.]), rgbPedestal=array([0., 0., 0.]), sf=array([1., 1.]), size=array([0.2, 1. ]), tex=ndarray(...), texRes=128.0, units='height', win=Window(...))
5.0578 	EXP 	window1: mouseVisible = True
5.0588 	EXP 	Created white_check_2 = GratingStim(__class__=<class 'psychopy.visual.grating.GratingStim'>, anchor='center', autoDraw=False, autoLog=True, blendmode='avg', color=array([-1., -1., -1.]), colorSpace='rgb', contrast=1.0, depth=-3.0, draggable=False, interpolate=True, mask=None, maskParams=None, name='white_check_2', opacity=1.0, ori=0.0, phase=array([0., 0.]), pos=array([0., 0.]), rgbPedestal=array([0., 0., 0.]), sf=array([1., 1.]), size=array([0.2, 1. ]), tex=ndarray(...), texRes=128.0, units='height', win=Window(...))
5.0588 	EXP 	window1: mouseVisible = True
5.0597 	EXP 	Created black_check_3 = GratingStim(__class__=<class 'psychopy.visual.grating.GratingStim'>, anchor='center', autoDraw=False, autoLog=True, blendmode='avg', color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-4.0, draggable=False, interpolate=True, mask=None, maskParams=None, name='black_check_3', opacity=1.0, ori=0.0, phase=array([0., 0.]), pos=array([0., 0.]), rgbPedestal=array([0., 0., 0.]), sf=array([1., 1.]), size=array([0.2, 1. ]), tex=ndarray(...), texRes=128.0, units='height', win=Window(...))
5.0598 	EXP 	window1: mouseVisible = True
5.0607 	EXP 	Created white_check_3 = GratingStim(__class__=<class 'psychopy.visual.grating.GratingStim'>, anchor='center', autoDraw=False, autoLog=True, blendmode='avg', color=array([-1., -1., -1.]), colorSpace='rgb', contrast=1.0, depth=-5.0, draggable=False, interpolate=True, mask=None, maskParams=None, name='white_check_3', opacity=1.0, ori=0.0, phase=array([0., 0.]), pos=array([0., 0.]), rgbPedestal=array([0., 0., 0.]), sf=array([1., 1.]), size=array([0.2, 1. ]), tex=ndarray(...), texRes=128.0, units='height', win=Window(...))
5.0607 	EXP 	window1: mouseVisible = True
