thisRow.t,notes,trial2.started,vertical_bar.started,trial2.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,0.02682470000581816,0.039941700000781566,5.007028000021819,190160,001,2024-11-05_21h11.04.026,Bar_vis_stim_devSB_v0.1,2024.1.5,None,2024-11-05 21h11.06.694450 -0500,
