thisRow.t,notes,trial.started,polygon.started,trial.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,0.02326999994693324,0.035581299976911396,5.002965299994685,145169,001,2024-11-05_19h37.11.514,Bar_vis_stim_devSB_v0.1,2024.1.5,None,2024-11-05 19h37.14.376682 -0500,
