thisRow.t,notes,checkerboard_mask.started,grating.started,checkerboard_mask.stopped,horizontal_movement1.started,horizontal_right.started,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,0.024556900025345385,0.03852810000535101,10.004802100011148,,,128037,001,2024-11-13_12h54.50.989,Bar_vis_stim_devSB_v0.1,2024.1.5,None,2024-11-13 12h54.54.267711 -0500,
,,,,,10.004814599989913,,,,,,,,,
