thisRow.t,notes,trial.started,vert_bar.started,trial.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,0.012107099988497794,0.026920200034510344,10.011218300031032,933185,001,2024-11-05_20h30.06.862,Bar_vis_stim_devSB_v0.1,2024.1.5,None,2024-11-05 20h30.10.190153 -0500,
