thisRow.t,notes,checkerboard_mask.started,grating.started,checkerboard_mask.stopped,horizontal_movement1.started,horizontal_right.started,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,0.014720199978910387,0.031693700002506375,10.012831300031394,,,128037,001,2024-11-13_12h39.07.605,Bar_vis_stim_devSB_v0.1,2024.1.5,None,2024-11-13 12h39.10.792916 -0500,
,,,,,10.012845300021581,,,,,,,,,
