thisRow.t,notes,trial.started,horizontal_right.started,gray_screen.started,horizontal_right.stopped,gray_screen.stopped,horizontal_left.started,horizontal_left.stopped,trial.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,0.015812499972525984,0.029689299990423024,10.012067199975718,10.028810399991926,13.012366999988444,13.012366999988444,23.012957099999767,22.999145399953704,637459,001,2024-11-05_21h27.56.277,Bar_vis_stim_devSB_v0.1,2024.1.5,None,2024-11-05 21h27.59.630658 -0500,
