thisRow.t,notes,trial.started,bar_stim.started,trial.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,0.015152800013311207,0.026700799993705004,20.010890800040215,700382,001,2024-11-05_16h05.34.218,Bar_vis_stim_devSB_v0.1,2024.1.5,None,2024-11-05 16h05.36.873247 -0500,
