thisRow.t,notes,trial2.started,vertical_bar.started,trial2.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,0.023230499995406717,0.03689930000109598,5.003051100007724,364597,001,2024-11-05_21h08.17.841,Bar_vis_stim_devSB_v0.1,2024.1.5,None,2024-11-05 21h08.20.401614 -0500,
