4.3564 	INFO 	Loaded monitor calibration from ['2024_06_27 19:13']
4.3588 	WARNING 	Requested an unavailable screen number - using first available.
4.5078 	EXP 	Created window1 = Window(allowGUI=True, allowStencil=False, autoLog=True, backendConf=UNKNOWN, backgroundFit=<method-wrapper '__getattribute__' of attributeSetter object at 0x000002348F1000D0>, backgroundImage=<method-wrapper '__getattribute__' of attributeSetter object at 0x000002348F100070>, bitsMode=UNKNOWN, blendMode='avg', bpc=(8, 8, 8), color=array([0, 0, 0]), colorSpace='rgb', depthBits=8, fullscr=<method-wrapper '__getattribute__' of attributeSetter object at 0x000002348F0FAE80>, gamma=None, gammaErrorPolicy='raise', infoMsg=UNKNOWN, lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor object at 0x000002348F4A8F70>, multiSample=False, name='window1', numSamples=2, pos=[1520.0, 780.0], screen=1, size=array([800, 600]), stencilBits=0, stereo=False, title='PsychoPy', units='height', useFBO=True, useRetina=False, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType='pyglet')
4.5078 	EXP 	window1: backgroundImage = ''
4.5078 	EXP 	window1: backgroundFit = 'none'
4.5079 	EXP 	window1: mouseVisible = <method-wrapper '__getattribute__' of attributeSetter object at 0x000002348F1001F0>
4.5081 	EXP 	window1: mouseVisible = <method-wrapper '__getattribute__' of attributeSetter object at 0x000002348F1001F0>
4.5097 	EXP 	window1: mouseVisible = <method-wrapper '__getattribute__' of attributeSetter object at 0x000002348F1001F0>
4.5101 	EXP 	window1: mouseVisible = <method-wrapper '__getattribute__' of attributeSetter object at 0x000002348F1001F0>
4.5131 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
4.5138 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
4.5145 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
4.5152 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
4.5160 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
4.5165 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
4.5172 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
4.5179 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
4.5184 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
4.5189 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
4.5195 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
4.5202 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
4.5209 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
4.5216 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
4.5222 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
4.5229 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
4.5236 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
4.5241 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
4.5246 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
4.5254 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
4.5259 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
4.5261 	DEBUG 	Uploading Texture Font fontname to graphics card
4.5283 	DEBUG 	Upload of Texture Font fontname complete
4.5292 	EXP 	window1: mouseVisible = <method-wrapper '__getattribute__' of attributeSetter object at 0x000002348F1001F0>
4.5293 	EXP 	window1: mouseVisible = <method-wrapper '__getattribute__' of attributeSetter object at 0x000002348F1001F0>
4.5296 	EXP 	window1: mouseVisible = <method-wrapper '__getattribute__' of attributeSetter object at 0x000002348F1001F0>
4.5299 	EXP 	window1: mouseVisible = <method-wrapper '__getattribute__' of attributeSetter object at 0x000002348F1001F0>
4.5321 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
4.5329 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
4.5337 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
4.5338 	DEBUG 	Uploading Texture Font fontname to graphics card
4.5353 	DEBUG 	Upload of Texture Font fontname complete
4.5365 	EXP 	window1: Attempting to measure frame rate of screen (1) ...
4.5365 	EXP 	window1: recordFrameIntervals = False
4.7049 	EXP 	window1: recordFrameIntervals = True
4.8881 	EXP 	Screen (1) actual frame rate measured at 60.21Hz
4.8881 	EXP 	window1: recordFrameIntervals = False
4.8881 	EXP 	window1: mouseVisible = True
4.8883 	EXP 	window1: mouseVisible = True
4.8884 	EXP 	window1: mouseVisible = True
4.8888 	EXP 	window1: mouseVisible = True
4.8892 	EXP 	window1: mouseVisible = True
4.8916 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
4.8922 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
4.8929 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
4.8937 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
4.8945 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
4.8953 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
4.8959 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
4.8966 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
4.8974 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
4.8982 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
4.8983 	DEBUG 	Uploading Texture Font fontname to graphics card
4.8987 	DEBUG 	Upload of Texture Font fontname complete
4.8996 	EXP 	window1: mouseVisible = True
4.8996 	EXP 	window1: mouseVisible = True
4.8999 	EXP 	window1: mouseVisible = True
4.9002 	EXP 	window1: mouseVisible = True
4.9138 	WARNING 	launchHubServer: If using the iohub mouse or eyetracker devices, fullScr should be True.
6.0834 	INFO 	keyboard.Keyboard is using iohub backend.
6.0834 	EXP 	Bar_vis_stim_devSB_v0.1: status = STARTED
6.4902 	EXP 	window1: mouseVisible = True
6.4917 	EXP 	Created move_down = GratingStim(__class__=<class 'psychopy.visual.grating.GratingStim'>, anchor='center', autoDraw=False, autoLog=True, blendmode='avg', color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-1.0, draggable=False, interpolate=True, mask=None, maskParams=None, name='move_down', opacity=1.0, ori=0.0, phase=array([1., 1.]), pos=array([0., 0.]), rgbPedestal=array([0., 0., 0.]), sf=array([1., 1.]), size=array([1. , 0.1]), tex=ndarray(...), texRes=128.0, units='height', win=Window(...))
6.4918 	EXP 	window1: mouseVisible = True
6.4937 	EXP 	Created gray_screen_3 = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, anchor=('center', 'center'), autoLog=True, color=array([0., 0., 0.]), colorSpace='rgb', contrast=1.0, depth=-2.0, draggable=False, flipHoriz=False, flipVert=False, image=None, interpolate=True, mask=None, maskParams=None, name='gray_screen_3', opacity=1.0, ori=0.0, pos=array([0., 0.]), size=array([0.5, 0.5]), texRes=128.0, units='height', win=Window(...))
6.5070 	EXP 	window1: mouseVisible = True
6.5082 	EXP 	Created move_up = GratingStim(__class__=<class 'psychopy.visual.grating.GratingStim'>, anchor='center', autoDraw=False, autoLog=True, blendmode='avg', color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-1.0, draggable=False, interpolate=True, mask=None, maskParams=None, name='move_up', opacity=1.0, ori=0.0, phase=array([1., 1.]), pos=array([0., 0.]), rgbPedestal=array([0., 0., 0.]), sf=array([1., 1.]), size=array([1. , 0.1]), tex=ndarray(...), texRes=128.0, units='height', win=Window(...))
6.5082 	EXP 	window1: mouseVisible = True
6.5092 	EXP 	Created gray_screen_4 = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, anchor=('center', 'center'), autoLog=True, color=array([0., 0., 0.]), colorSpace='rgb', contrast=1.0, depth=-2.0, draggable=False, flipHoriz=False, flipVert=False, image=None, interpolate=True, mask=None, maskParams=None, name='gray_screen_4', opacity=1.0, ori=0.0, pos=array([0., 0.]), size=array([0.5, 0.5]), texRes=128.0, units='height', win=Window(...))
0.0201 	DEPRECATION 	Requiring a square power of two (e.g. 16 x 16, 256 x 256) texture but didn't receive one
0.0297 	EXP 	move_down: foreColor = 'white'
0.0297 	EXP 	move_down: autoDraw = True
0.0297 	EXP 	move_down: tex = <class 'numpy.ndarray'>
0.0466 	EXP 	move_down: foreColor = 'white'
0.0639 	EXP 	move_down: foreColor = 'white'
0.0798 	EXP 	move_down: foreColor = 'white'
0.0963 	EXP 	move_down: foreColor = 'black'
0.1131 	EXP 	move_down: foreColor = 'black'
0.1297 	EXP 	move_down: foreColor = 'black'
0.1464 	EXP 	move_down: foreColor = 'black'
0.1629 	EXP 	move_down: foreColor = 'black'
0.1798 	EXP 	move_down: foreColor = 'white'
0.1963 	EXP 	move_down: foreColor = 'white'
0.2130 	EXP 	move_down: foreColor = 'white'
0.2296 	EXP 	move_down: foreColor = 'white'
0.2465 	EXP 	move_down: foreColor = 'white'
0.2631 	EXP 	move_down: foreColor = 'black'
0.2795 	EXP 	move_down: foreColor = 'black'
0.2964 	EXP 	move_down: foreColor = 'black'
0.3129 	EXP 	move_down: foreColor = 'black'
0.3295 	EXP 	move_down: foreColor = 'black'
0.3466 	EXP 	move_down: foreColor = 'white'
0.3629 	EXP 	move_down: foreColor = 'white'
0.3797 	EXP 	move_down: foreColor = 'white'
0.3961 	EXP 	move_down: foreColor = 'white'
0.4130 	EXP 	move_down: foreColor = 'white'
0.4295 	EXP 	move_down: foreColor = 'black'
0.4463 	EXP 	move_down: foreColor = 'black'
0.4634 	EXP 	move_down: foreColor = 'black'
0.4796 	EXP 	move_down: foreColor = 'black'
0.4963 	EXP 	move_down: foreColor = 'black'
0.5130 	EXP 	move_down: foreColor = 'white'
0.5300 	EXP 	move_down: foreColor = 'white'
0.5462 	EXP 	move_down: foreColor = 'white'
0.5630 	EXP 	move_down: foreColor = 'white'
0.5795 	EXP 	move_down: foreColor = 'white'
0.5961 	EXP 	move_down: foreColor = 'black'
0.6127 	EXP 	move_down: foreColor = 'black'
0.6295 	EXP 	move_down: foreColor = 'black'
0.6463 	EXP 	move_down: foreColor = 'black'
0.6628 	EXP 	move_down: foreColor = 'black'
0.6795 	EXP 	move_down: foreColor = 'white'
0.6964 	EXP 	move_down: foreColor = 'white'
0.7129 	EXP 	move_down: foreColor = 'white'
0.7300 	EXP 	move_down: foreColor = 'white'
0.7460 	EXP 	move_down: foreColor = 'white'
0.7626 	EXP 	move_down: foreColor = 'black'
0.7794 	EXP 	move_down: foreColor = 'black'
0.7960 	EXP 	move_down: foreColor = 'black'
0.8127 	EXP 	move_down: foreColor = 'black'
