6.3317 	INFO 	Loaded monitor calibration from ['2024_06_27 19:13']
6.3332 	WARNING 	Requested an unavailable screen number - using first available.
6.4228 	EXP 	Created window1 = Window(allowGUI=True, allowStencil=False, autoLog=True, backendConf=UNKNOWN, backgroundFit=<method-wrapper '__getattribute__' of attributeSetter object at 0x0000020A1E6CBDF0>, backgroundImage=<method-wrapper '__getattribute__' of attributeSetter object at 0x0000020A1E6CBD90>, bitsMode=UNKNOWN, blendMode='avg', bpc=(8, 8, 8), color=array([0, 0, 0]), colorSpace='rgb', depthBits=8, fullscr=<method-wrapper '__getattribute__' of attributeSetter object at 0x0000020A1E6CBBE0>, gamma=None, gammaErrorPolicy='raise', infoMsg=UNKNOWN, lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor object at 0x0000020A1EA78CD0>, multiSample=False, name='window1', numSamples=2, pos=[1520.0, 780.0], screen=1, size=array([800, 600]), stencilBits=0, stereo=False, title='PsychoPy', units='height', useFBO=True, useRetina=False, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType='pyglet')
6.4228 	EXP 	window1: backgroundImage = ''
6.4228 	EXP 	window1: backgroundFit = 'none'
6.4229 	EXP 	window1: mouseVisible = <method-wrapper '__getattribute__' of attributeSetter object at 0x0000020A1E6CBF10>
6.4230 	EXP 	window1: mouseVisible = <method-wrapper '__getattribute__' of attributeSetter object at 0x0000020A1E6CBF10>
6.4240 	EXP 	window1: mouseVisible = <method-wrapper '__getattribute__' of attributeSetter object at 0x0000020A1E6CBF10>
6.4243 	EXP 	window1: mouseVisible = <method-wrapper '__getattribute__' of attributeSetter object at 0x0000020A1E6CBF10>
6.4271 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
6.4278 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
6.4285 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
6.4293 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
6.4301 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
6.4306 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
6.4313 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
6.4321 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
6.4326 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
6.4331 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
