thisRow.t,notes,trial.started,polygon.started,trial.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,0.0065237999660894275,0.022841300000436604,5.004702400008682,913699,001,2024-11-05_19h35.01.824,Bar_vis_stim_devSB_v0.1,2024.1.5,None,2024-11-05 19h35.04.434650 -0500,
