thisRow.t,notes,trial.started,horizontal_bar.started,gray_screen.started,horizontal_bar.stopped,gray_screen.stopped,trial.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,0.027511499996762723,0.03867859998717904,20.00478269997984,20.039238600002136,30.005426099989563,29.991737000003923,923190,001,2024-11-05_20h37.30.875,Bar_vis_stim_devSB_v0.1,2024.1.5,None,2024-11-05 20h37.34.016496 -0500,
