thisRow.t,notes,trial2.started,vertical_bar.started,trial2.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,0.008199599978979677,0.02709109999705106,5.00760710000759,362714,001,2024-11-05_21h07.26.949,Bar_vis_stim_devSB_v0.1,2024.1.5,None,2024-11-05 21h07.29.694637 -0500,
