thisRow.t,notes,trial.started,polygon.started,trial.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,0.016866200021468103,0.029141000006347895,5.0120264000142924,103634,001,2024-11-05_19h26.35.795,Bar_vis_stim_devSB_v0.1,2024.1.5,None,2024-11-05 19h26.39.194285 -0500,
