thisRow.t,notes,checkerboard_mask.started,grating.started,checkerboard_mask.stopped,horizontal_movement1.started,horizontal_right.started,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,0.013426500023342669,0.028182700043544173,10.013038500095718,,,128037,001,2024-11-13_12h46.36.000,Bar_vis_stim_devSB_v0.1,2024.1.5,None,2024-11-13 12h46.38.886495 -0500,
,,,,,10.013051900081336,,,,,,,,,
