thisRow.t,notes,trial.started,polygon.started,trial.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,0.01674329995876178,0.03495519998250529,5.015293499978725,953961,001,2024-11-05_19h36.48.065,Bar_vis_stim_devSB_v0.1,2024.1.5,None,2024-11-05 19h36.50.471363 -0500,
