thisRow.t,notes,checkerboard_mask.started,grating.started,checkerboard_mask.stopped,horizontal_movement1.started,horizontal_right.started,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,0.012816100032068789,0.033777000033296645,10.012195099960081,,,128037,001,2024-11-13_12h54.27.526,Bar_vis_stim_devSB_v0.1,2024.1.5,None,2024-11-13 12h54.30.778758 -0500,
,,,,,10.01220670004841,,,,,,,,,
