thisRow.t,notes,trial.started,polygon.started,trial.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,0.026884899998549372,0.0395081999595277,5.00781109998934,064522,001,2024-11-05_16h10.55.773,Bar_vis_stim_devSB_v0.1,2024.1.5,None,2024-11-05 16h10.58.459882 -0500,
