thisRow.t,notes,trial.started,polygon.started,trial.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,0.028174900042358786,0.038258599990513176,5.005711300007533,871914,001,2024-11-05_19h27.34.594,Bar_vis_stim_devSB_v0.1,2024.1.5,None,2024-11-05 19h27.37.246990 -0500,
