thisRow.t,notes,trial.started,polygon.started,trial.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,0.004606999980751425,0.020385899988468736,5.000884699984454,373500,001,2024-11-05_16h11.33.018,Bar_vis_stim_devSB_v0.1,2024.1.5,None,2024-11-05 16h11.36.195662 -0500,
