thisRow.t,notes,Hor_Mov_Down.started,move_down.started,gray_screen_3.started,move_down.stopped,gray_screen_3.stopped,Hor_Mov_Down.stopped,Hor_Move_Up.started,move_up.started,move_up.stopped,gray_screen_4.started,gray_screen_4.stopped,Hor_Move_Up.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,0.003100400004768744,0.023110899986932054,13.409413199988194,13.426045900007011,23.409910499991383,23.39486780000152,,,,,,,303124,001,2024-11-19_16h27.58.784,Bar_vis_stim_devSB_v0.1,2024.1.5,None,2024-11-19 16h28.01.553993 -0500,
,,,,,,,,23.39488059998257,23.409910499991383,36.81051579999621,36.81051579999621,46.81113759998698,46.79603589998442,303124,001,2024-11-19_16h27.58.784,Bar_vis_stim_devSB_v0.1,2024.1.5,None,2024-11-19 16h28.01.553993 -0500,
