thisRow.t,notes,checkerboard_mask.started,grating.started,checkerboard_mask.stopped,horizontal_movement1.started,horizontal_right.started,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,0.026646899990737438,0.04083030007313937,10.00962150003761,,,128037,001,2024-11-13_12h34.35.027,Bar_vis_stim_devSB_v0.1,2024.1.5,None,2024-11-13 12h34.37.860719 -0500,
,,,,,10.009638300049119,,,,,,,,,
